"TOA5","71821","CR1000","71821","CR1000.Std.27.04","CPU:JER_Site5_program_20171030.cr1","4862","Table1","","","","","","","","","","",""
"2017-05-16 10:30:00","11525","0","20.8","20.28","0.263191","765.5","201.5","334.7","490.6","0","0","10.7","225.2","8.19","7.137","6.45","5.55","1.304"
"2017-05-16 10:31:00","11526","0","21.17","20.52","0.2616439","765.6","200.6","337.8","499.2","0","0","9.95","212.8","7.325","6.337","5.587","4.925","1.295"
"2017-05-16 10:32:00","11527","0","21.53","20.9","0.2623219","739.5","194.8","342.2","501.8","0","0","9.2","203.8","7.275","6.225","5.475","4.975","1.284"
"2017-05-16 10:33:00","11528","0","21.62","20.95","0.2518833","444.6","112.9","342.3","499.5","0","0","8.45","198.1","5.737","5.187","4.6","4.087","1.382"
"2017-05-16 10:34:00","11529","0","21.82","21.22","0.2556567","424","109","346.6","490.4","0","0","8.45","203.2","5.362","4.712","4.062","3.662","1.15"
"2017-05-16 10:35:00","11530","0","21.77","21.18","0.2574866","562.7","145.9","356.2","495.1","0","0","9.95","214.9","6.65","5.6","4.95","4.275","1.231"
"2017-05-16 10:36:00","11531","0","21.38","20.64","0.2584264","618.3","161.9","363","498.2","0","0","8.45","207","6.6","5.675","4.875","4.325","0.702"
"2017-05-16 10:37:00","11532","0","21.43","20.79","0.263759","878","231.9","371.2","512.6","0","0","9.2","205.4","6.712","6.05","5.4","4.825","1.253"
"2017-05-16 10:38:00","11533","0","21.66","20.98","0.2630413","865","227.7","369.5","518.7","0","0","8.45","225.6","6.125","5.4","4.925","4.475","1.32"
"2017-05-16 10:39:00","11534","0","21.71","20.93","0.2504902","411.7","103.8","355.5","510.2","0","0","5.45","212","4.062","3.538","3.175","2.888","0.704"
"2017-05-16 10:40:00","11535","0","21.61","20.92","0.2521897","408.4","104.3","348.5","499.6","0","0","7.7","197.9","5.287","4.4","3.837","3.538","0.824"
"2017-05-16 10:41:00","11536","0","21.63","20.98","0.2482694","222.9","55.34","339.3","484.4","0","0","8.45","207.3","7.087","6.112","5.462","4.787","0.823"
"2017-05-16 10:42:00","11537","0","21.54","21.01","0.2444581","224.6","55","334.1","479.7","0","0","9.2","229.5","6.475","5.287","4.687","4.2","1.37"
"2017-05-16 10:43:00","11538","0","21.47","20.96","0.2493219","268.4","68.11","326.3","472.7","0","0","10.7","232.2","7.887","6.65","5.95","5.275","1.35"
"2017-05-16 10:44:00","11539","0","21.32","20.79","0.2613855","750.8","196.2","331.5","486.4","0","0","12.95","228.2","10.27","8.81","7.787","6.875","1.674"
"2017-05-16 10:45:00","11540","0","21.27","20.59","0.2594513","780.6","202.5","330.5","494.9","0","0","11.45","226.3","9.15","7.925","7.037","6.287","1.451"
"2017-05-16 10:46:00","11541","0","21.58","20.95","0.2595665","786.5","204.2","329.7","500.5","0","0","10.7","228.7","7.612","6.612","5.8","5.162","1.173"
"2017-05-16 10:47:00","11542","0","21.36","20.62","0.2591941","781.3","202.5","329.3","503.2","0","0","9.95","228.1","7.237","6.112","5.487","4.962","1.307"
"2017-05-16 10:48:00","11543","0","21.96","21.25","0.2587063","780.2","201.9","332.1","508.3","0","0","9.2","217.3","6.75","5.75","5.137","4.525","1.371"
"2017-05-16 10:49:00","11544","0","22.27","21.55","0.249815","598.3","151.7","328.5","506","0","0","10.7","216.2","7.062","6.05","5.4","4.862","1.333"
"2017-05-16 10:50:00","11545","0","21.9","21.31","0.2422432","311.5","76.57","320.7","487.9","0","0","9.2","210.4","6.95","6.35","5.812","5.287","1.261"
"2017-05-16 10:51:00","11546","0","21.69","21.23","0.2562445","593.7","154.3","323.9","487.9","0","0","10.7","204.4","7.712","6.75","6.075","5.362","1.396"
"2017-05-16 10:52:00","11547","0","21.86","21.36","0.2588131","785.8","203.4","328.7","504.6","0","0","7.7","211.7","5.575","4.862","4.4","4.138","1.13"
"2017-05-16 10:53:00","11548","0","22.16","21.56","0.2590151","770.8","199.6","326.4","507.6","0","0","9.2","216.5","6.937","6.012","5.35","4.862","1.066"
"2017-05-16 10:54:00","11549","0","22.25","21.59","0.2584757","768.2","198.6","328.6","512.1","0","0","9.2","212.3","6.45","5.662","4.937","4.4","1.531"
"2017-05-16 10:55:00","11550","0","22.62","21.97","0.2590591","768.4","199.1","328.3","511.8","0","0","9.2","200.9","7.175","5.987","5.187","4.525","1.292"
"2017-05-16 10:56:00","11551","0","22.76","22.09","0.2583979","770.6","199.1","329.7","516.1","0","0","9.95","218.5","6.55","5.912","5.437","4.975","1.513"
"2017-05-16 10:57:00","11552","0","22.44","21.83","0.2591181","781","202.4","326.3","513.1","0","0","9.95","221.7","7.675","6.8","5.95","5.275","1.144"
"2017-05-16 10:58:00","11553","0","22.34","21.69","0.2578422","785.7","202.6","329","515","0","0","9.2","216.1","6.4","5.537","5.062","4.637","1.007"
"2017-05-16 10:59:00","11554","0","22.82","22.17","0.2577715","784","202.1","331.8","518.6","0","0","11.45","210.3","7.687","6.737","5.962","5.412","1.562"
"2017-05-16 11:00:00","11555","0","22.58","21.79","0.2587717","792.6","205.1","330.9","513.9","0","0","13.7","204.8","10.51","8.85","7.512","6.562","1.503"
"2017-05-16 11:01:00","11556","0","22.38","21.6","0.2579584","795.3","205.1","333.9","516.1","0","0","11.45","204.7","8.29","7.012","6.037","5.412","1.496"
"2017-05-16 11:02:00","11557","0","22.57","21.76","0.2588562","809","209.4","335.9","517.4","0","0","14.45","215.5","10.75","8.97","7.887","6.962","2.083"
"2017-05-16 11:03:00","11558","0","22.51","21.77","0.2593387","827","214.4","337.9","515.3","0","0","14.45","196.8","10.27","8.65","7.637","6.625","1.59"
"2017-05-16 11:04:00","11559","0","22.82","22.08","0.2598067","846","219.9","341.2","519.2","0","0","12.95","204.6","9.87","8.42","7.312","6.5","1.403"
"2017-05-16 11:05:00","11560","0","22.91","22.19","0.2602441","877","228.3","344.4","522.5","0","0","15.2","211","10.17","8.62","7.775","7.012","1.919"
"2017-05-16 11:06:00","11561","0","22.8","21.99","0.2611675","906","236.7","348.5","523.7","0","0","12.2","196.2","9.92","8.25","7.05","6.162","1.153"
"2017-05-16 11:07:00","11562","0","22.76","21.86","0.2613842","913","238.6","351.8","526.7","0","0","12.2","202.4","8.21","6.937","6.037","5.5","1.84"
"2017-05-16 11:08:00","11563","0","23.07","22.25","0.2608081","918","239.6","355.6","532.2","0","0","11.45","210.2","8.09","7.012","6.287","5.637","1.418"
"2017-05-16 11:09:00","11564","0","22.93","22.26","0.2510696","401.3","100.6","345.3","511.8","0","0","12.2","199.4","9.59","8.62","7.462","6.675","1.365"
"2017-05-16 11:10:00","11565","0","22.84","22.19","0.2585205","716.7","186.7","352.1","510.9","0","0","15.2","216.5","12.07","10.15","9.16","8.31","1.435"
"2017-05-16 11:11:00","11566","0","22.48","21.85","0.2577103","581.9","151.1","349.2","502.5","0","0","12.95","227.5","9.92","8.74","7.812","6.837","1.437"
"2017-05-16 11:12:00","11567","0","22.85","22.21","0.2596219","906","235.5","363.6","522.3","0","0","11.45","226.1","7.95","6.962","6.35","5.675","1.42"
"2017-05-16 11:13:00","11568","0","23.43","22.7","0.2561676","338.9","86.5","352.1","506.7","0","0","12.95","227.5","9.06","7.45","6.525","5.837","1.101"
"2017-05-16 11:14:00","11569","0","23.01","22.26","0.2574309","523.9","135.8","355.1","504.9","0","0","12.95","229.3","7.775","6.412","5.662","5.062","1.463"
"2017-05-16 11:15:00","11570","0","22.72","22.09","0.2597563","372.1","96.6","349.4","493.8","0","0","13.7","219.9","10.44","9.12","8.24","7.287","1.577"
"2017-05-16 11:16:00","11571","0","22.88","22.29","0.2578796","673.3","174.6","355.8","503.1","0","0","12.95","225","9.84","8.22","7.387","6.525","1.358"
"2017-05-16 11:17:00","11572","0","22.88","22.23","0.2627846","942","247.8","358.3","514.5","0","0","13.7","221.9","9.1","8.09","7.025","6.325","1.452"
"2017-05-16 11:18:00","11573","0","23.01","22.3","0.262073","958","251","360.3","524.7","0","0","12.95","209.5","9.54","8.11","7.312","6.687","1.734"
"2017-05-16 11:19:00","11574","0","23.02","22.29","0.2625857","973","255.4","359.5","526.8","0","0","14.45","202","11.24","9.49","8.21","7.362","1.989"
"2017-05-16 11:20:00","11575","0","22.86","22.08","0.2617374","973","254.7","358.3","528.4","0","0","14.45","212.1","10.51","8.94","7.85","7.062","1.665"
"2017-05-16 11:21:00","11576","0","22.87","22.01","0.261227","960","250.7","357.7","532.2","0","0","11.45","219.4","8.4","7.087","6.437","5.787","1.707"
"2017-05-16 11:22:00","11577","0","23.28","22.34","0.2603911","979","254.9","364.5","543.4","0","0","7.7","225.3","6.05","5.175","4.412","4.025","0.908"
"2017-05-16 11:23:00","11578","0","23.72","22.93","0.2605115","907","236.8","363.8","541.3","0","0","14.45","237.6","9.24","8.14","7.325","6.325","2.555"
"2017-05-16 11:24:00","11579","0","23.05","22.36","0.2532982","691.3","176.3","358.5","529.9","0","0","14.45","253.8","9.51","8.49","7.637","6.85","1.788"
"2017-05-16 11:25:00","11580","0","21.29","20.45","0.2504544","408.8","102.7","342.9","502.2","1","1","13.7","298.7","10.5","8.89","8.26","7.537","1.527"
"2017-05-16 11:26:00","11581","0","20.45","19.5","0.2572047","837","215.8","345.8","506.3","1","1","12.95","301.7","10.49","8.64","7.925","7.225","1.466"
"2017-05-16 11:27:00","11582","0","20.19","19.22","0.2569591","952","244.5","349.1","516.6","2","1","13.7","299.4","9.77","8.67","8.06","7.35","2"
"2017-05-16 11:28:00","11583","0","20.29","19.3","0.2507257","791.2","201","349.9","517","0","0","12.2","291.6","9.55","8.08","7.325","6.525","1.236"
"2017-05-16 11:29:00","11584","0","20.08","19.19","0.2425089","216.5","52.49","342.8","494.7","0","0","9.95","301.2","7.9","6.662","6.137","5.6","1.437"
"2017-05-16 11:30:00","11585","0","19.82","19.05","0.2474373","230.6","57.08","339.1","482.2","0","0","9.95","295.1","7.8","6.587","6.037","5.45","1.331"
"2017-05-16 11:31:00","11586","0","19.67","19.01","0.2534957","649","166.9","344.5","491.9","0","0","8.45","291.7","6.387","5.55","5.15","4.6","1.065"
"2017-05-16 11:32:00","11587","0","20.26","19.53","0.255684","916","234.6","350.9","515.9","0","0","9.2","290.5","6.487","5.537","5.112","4.65","1.241"
"2017-05-16 11:33:00","11588","0","20.5","19.71","0.2528241","589.3","150.6","343.6","506.1","0","0","9.2","289.2","7.187","6.2","5.65","5.112","1.121"
"2017-05-16 11:34:00","11589","0","20.52","19.63","0.2451776","447","109.8","340.9","502.4","0","0","9.2","283.8","7.037","5.825","5.237","4.75","0.944"
"2017-05-16 11:35:00","11590","0","20.26","19.43","0.2489772","231.7","57.68","335.9","487.8","0","0","9.2","279.2","6.625","5.475","5.037","4.5","1.178"
"2017-05-16 11:36:00","11591","0","20.08","19.36","0.2514468","489.2","124.3","339","488.9","0","0","7.7","289.6","5.587","4.675","4.237","3.912","0.698"
"2017-05-16 11:37:00","11592","0","20.51","19.76","0.2547301","810","207.2","345.7","507.7","0","0","9.2","290.2","4.85","4","3.562","3.387","1.554"
"2017-05-16 11:38:00","11593","0","21.25","20.44","0.2584766","930","240.5","349.3","524.1","0","0","8.45","279","5.487","4.475","3.962","3.613","0.942"
"2017-05-16 11:39:00","11594","0","21.28","20.43","0.2555599","777.7","199.3","346.9","523.3","0","0","9.2","288.4","6.962","5.95","5.45","4.962","0.925"
"2017-05-16 11:40:00","11595","0","21.13","20.3","0.2521309","337.9","85","341.6","505.5","0","0","10.7","281.3","7.462","6.325","5.625","5.075","1.562"
"2017-05-16 11:41:00","11596","0","20.74","20.06","0.2558544","173.8","44.47","340.8","486.9","0","0","10.7","290.9","7.1","6.175","5.737","5.262","1.383"
"2017-05-16 11:42:00","11597","0","20.65","20.03","0.2546766","178.4","45.43","342","482.1","0","0","8.45","282.1","6.05","5.262","4.6","4.138","1.084"
"2017-05-16 11:43:00","11598","0","20.58","20.02","0.2604775","565.2","147.8","347.3","487","0","0","9.2","266.8","6.387","5.562","4.987","4.362","1.177"
"2017-05-16 11:44:00","11599","0","20.49","19.94","0.2516547","735.2","186.8","352.1","510","0","0","5.45","270.9","4.312","4.062","3.613","3.213","0.527"
"2017-05-16 11:45:00","11600","0","20.54","19.96","0.2505294","310.5","77.7","341.2","496.7","0","0","5.45","281.7","3.475","2.975","2.725","2.5","0.836"
"2017-05-16 11:46:00","11601","0","20.46","19.92","0.252893","305","77.2","338.7","490","0","0","5.45","292.4","3.25","2.688","2.5","2.25","0.792"
"2017-05-16 11:47:00","11602","0","20.56","20.05","0.2569743","798.1","206","348.6","506.8","0","0","4.7","288.6","3.45","2.988","2.638","2.338","0.532"
"2017-05-16 11:48:00","11603","0","21.05","20.48","0.2529944","789.5","201.4","351.1","523.9","0","0","8.45","264.6","3.712","3.312","3.05","2.825","1.254"
"2017-05-16 11:49:00","11604","0","21.75","21.13","0.2575298","747","193.3","348.8","515","0","0","12.2","244","8.64","7.45","6.7","5.987","1.63"
"2017-05-16 11:50:00","11605","0","21.85","21.21","0.2580656","222.7","57.31","339.6","496.9","0","0","11.45","234.3","8.06","6.962","6.137","5.5","1.413"
"2017-05-16 11:51:00","11606","0","21.62","21.06","0.2641096","245.9","65.25","338.5","484.8","0","0","9.95","244.7","7.475","6.637","6.05","5.325","1.344"
"2017-05-16 11:52:00","11607","0","21.46","20.79","0.2576492","803","207.3","352.1","504","0","0","9.2","234.3","6.975","5.85","5.212","4.637","1.074"
"2017-05-16 11:53:00","11608","0","21.62","20.94","0.2600088","968","251.8","359.6","521.1","0","0","8.45","233.2","6.487","5.65","5.012","4.5","0.797"
"2017-05-16 11:54:00","11609","0","21.91","21.21","0.2588417","385.6","99.6","350.6","505.3","0","0","11.45","248.4","8.65","7.65","6.737","5.925","1.704"
"2017-05-16 11:55:00","11610","0","21.9","21.18","0.2612805","1025","267.6","367.4","519.7","0","0","9.95","228.4","7.425","6.237","5.487","4.912","1.149"
"2017-05-16 11:56:00","11611","0","22.26","21.44","0.2588017","996","258.2","370.5","534.4","0","0","9.2","210.6","7.025","5.937","5.262","4.837","0.995"
"2017-05-16 11:57:00","11612","0","22.86","22.14","0.2575552","503.2","129","358.5","520.8","0","0","12.95","239.1","7.775","7.037","6.362","5.6","1.796"
"2017-05-16 11:58:00","11613","0","21.94","21.37","0.2624972","266.3","69.92","352.7","498.9","0","0","9.2","254.5","6.487","5.7","5.137","4.512","1.374"
"2017-05-16 11:59:00","11614","0","21.57","21.02","0.2607074","264.9","69.04","359.8","495.4","0","0","8.45","254.2","5.65","4.987","4.55","4.038","0.811"
"2017-05-16 12:00:00","11615","0","21.76","21.26","0.2630634","237.8","62.54","363.3","489.6","0","0","9.95","235.1","7.025","6.25","5.7","5.05","1.474"
"2017-05-16 12:01:00","11616","0","21.78","21.25","0.2652761","231.9","61.52","363.6","484.8","0","0","8.45","247.4","6.75","6.012","5.425","4.8","0.894"
"2017-05-16 12:02:00","11617","0","21.48","20.94","0.2637469","238.1","62.79","365","484","0","0","6.95","241.9","5.25","4.437","3.975","3.525","0.808"
"2017-05-16 12:03:00","11618","0","21.59","21.01","0.2627151","413.1","108.9","370.8","487.2","0","0","7.7","254.6","5.725","4.75","4.237","3.812","1.051"
"2017-05-16 12:04:00","11619","0","21.64","20.98","0.2573175","433.3","111.2","372.6","496.2","0","0","6.95","254.7","5.612","4.687","4.15","3.7","0.963"
"2017-05-16 12:05:00","11620","0","21.71","21","0.2627024","301.1","79.09","370.3","489.5","0","0","6.95","245.1","5.075","4.263","3.8","3.288","0.728"
"2017-05-16 12:06:00","11621","0","21.91","21.31","0.2645429","525.2","139","373.4","493","0","0","8.45","270.1","5.925","5.125","4.612","4.187","1.064"
"2017-05-16 12:07:00","11622","0","21.9","21.26","0.2571985","805","207.7","377.4","508.3","0","0","8.45","265.9","6.7","5.725","5.237","4.762","1.129"
"2017-05-16 12:08:00","11623","0","22.06","21.36","0.2573009","837","216","380.8","520.4","0","0","11.45","258.8","7.825","6.625","5.837","5.312","1.771"
"2017-05-16 12:09:00","11624","0","21.97","21.26","0.2587793","618.7","160.6","377.4","512.3","0","0","11.45","243.2","6.4","5.412","4.912","4.45","1.745"
"2017-05-16 12:10:00","11625","0","22.24","21.59","0.2618776","347.3","90.9","374.2","501.5","0","0","11.45","254.2","7.912","6.75","5.975","5.25","1.79"
"2017-05-16 12:11:00","11626","0","21.87","21.3","0.2608702","358.3","93.5","373.5","492.4","0","0","11.45","253.8","8.26","7.312","6.65","5.925","1.198"
"2017-05-16 12:12:00","11627","0","21.42","20.87","0.2607426","324.7","84.7","372.2","488.2","0","0","13.7","243.1","8.31","6.887","6.25","5.687","1.294"
"2017-05-16 12:13:00","11628","0","21.45","20.81","0.2595048","821","213.6","381.1","499","5","3","19.7","246.2","11.46","9.61","8.76","7.812","2.821"
"2017-05-16 12:14:00","11629","0","22.07","21.29","0.2592207","1045","271","385.5","518.2","0","0","13.7","229.2","9.47","8.05","7.175","6.45","1.056"
"2017-05-16 12:15:00","11630","0","21.96","21.21","0.25728","386.5","99.1","369.3","501.1","1","1","15.2","250.9","11.46","10.04","9","7.825","2.018"
"2017-05-16 12:16:00","11631","0","21.3","20.66","0.2578296","562.7","145.5","374.4","494.1","0","0","12.95","261.1","9.69","8.29","7.275","6.45","1.163"
"2017-05-16 12:17:00","11632","0","21.47","20.86","0.2521662","407.8","102.5","375.3","495.9","0","0","14.45","263.6","10.91","9.09","8.02","7.137","1.742"
"2017-05-16 12:18:00","11633","0","21.58","20.92","0.2567059","292","74.97","373.4","484.9","0","0","13.7","254.8","10.75","9.32","8.17","7.137","1.883"
"2017-05-16 12:19:00","11634","0","21.37","20.87","0.2556108","284.1","72.63","373","479","0","0","15.95","251.1","11.44","9.94","9.01","7.962","2.252"
"2017-05-16 12:20:00","11635","0","21.32","20.84","0.2533479","270.3","68.49","373.8","476.3","0","0","14.45","257.3","10.61","8.82","7.725","6.712","1.6"
"2017-05-16 12:21:00","11636","0","21.26","20.79","0.2528501","265","67","373.2","471.9","0","0","15.95","254.4","12.25","10.64","9.5","8.42","2.091"
"2017-05-16 12:22:00","11637","0","21.25","20.8","0.2503983","301.2","75.45","374.6","472.4","0","0","14.45","258.2","10.84","9.31","8.51","7.475","1.409"
"2017-05-16 12:23:00","11638","0","21.04","20.61","0.249538","282","70.37","372.6","469.1","0","0","14.45","245.6","12.25","10.55","9.36","8.25","1.312"
"2017-05-16 12:24:00","11639","0","21.05","20.61","0.2482234","258.4","64.14","373.6","467.7","0","0","14.45","251.1","11.16","9.8","9.01","7.937","1.752"
"2017-05-16 12:25:00","11640","0","20.87","20.41","0.2525786","225.4","56.93","372.3","463.5","0","0","16.7","249","12.75","10.75","9.76","8.6","1.665"
"2017-05-16 12:26:00","11641","0","20.76","20.31","0.2553615","197.4","50.41","373.4","461.2","4","2","16.7","257.7","11.74","10.09","9.12","7.887","2.176"
"2017-05-16 12:27:00","11642","0","20.35","19.9","0.2632455","183.1","48.18","372.2","454.6","39","10","18.95","260.4","16.05","13.45","11.91","10.44","1.703"
"2017-05-16 12:28:00","11643","0","19.48","19.08","0.2585825","211.3","54.61","366.5","450.2","56","17","21.2","261.4","14.45","12.81","11.54","10.11","2.675"
"2017-05-16 12:29:00","11644","0","18.55","18.09","0.2565612","268","68.75","358.1","448.6","10","10","18.95","272.3","15.05","12.73","11.49","10.25","2.201"
"2017-05-16 12:30:00","11645","0","17.78","17.23","0.2583204","798.6","206.8","360.3","462.1","0","0","18.2","269.6","12.27","10.42","9.24","8.16","2.012"
"2017-05-16 12:31:00","11646","0","18.08","17.39","0.2554174","1081","276.2","362.1","486","5","2","15.95","271.3","12.15","10.22","9.24","8.3","2.022"
"2017-05-16 12:32:00","11647","0","18.61","17.78","0.2535715","907","230.3","354.1","490.1","0","0","16.7","268.5","12.64","10.59","9.45","8.35","2.03"
"2017-05-16 12:33:00","11648","0","18.72","18.03","0.2572906","973","250.2","353.2","491.8","1","1","16.7","262.5","12.12","10.55","9.56","8.47","2.43"
"2017-05-16 12:34:00","11649","0","18.42","17.69","0.2566393","959","246.2","348.2","495.3","0","0","17.45","266.2","12.19","10.66","9.61","8.35","1.824"
"2017-05-16 12:35:00","11650","0","18.43","17.73","0.2567182","965","247.7","344.5","499.3","0","0","15.95","272.1","12.61","10.66","9.64","8.61","1.734"
"2017-05-16 12:36:00","11651","0","18.57","17.68","0.2564389","961","246.4","340.3","503.8","0","0","15.95","275.5","11.48","9.89","8.87","7.737","2.078"
"2017-05-16 12:37:00","11652","0","18.08","17.19","0.2562197","954","244.4","333.5","502.1","0","0","15.2","272.4","12.02","9.79","8.69","7.6","1.913"
"2017-05-16 12:38:00","11653","0","17.87","17","0.254768","953","242.8","334.9","505.3","0","0","13.7","266.5","10.6","9.36","8.42","7.375","1.961"
"2017-05-16 12:39:00","11654","0","18.05","17.2","0.2483315","582.3","145.3","327.6","496.2","0","0","15.2","266.6","11.89","9.9","8.76","7.662","2.002"
"2017-05-16 12:40:00","11655","0","17.57","16.81","0.2550246","458.3","117.7","322.8","474.9","7","3","15.95","260","12.56","10.75","9.81","8.6","1.648"
"2017-05-16 12:41:00","11656","0","17.47","16.66","0.2541684","973","247.2","334.7","491.4","2","2","16.7","265.4","11.85","9.8","8.89","7.987","2.125"
"2017-05-16 12:42:00","11657","0","18.24","17.42","0.2531134","888","225.2","334","500.3","0","0","13.7","263.3","10.14","8.72","7.85","6.975","1.292"
"2017-05-16 12:43:00","11658","0","18.42","17.66","0.2547481","920","234.5","332.2","502.7","0","0","13.7","266.9","10.07","8.45","7.562","6.8","1.748"
"2017-05-16 12:44:00","11659","0","18.56","17.76","0.2556417","937","239.6","331.9","505.3","0","0","15.95","270.7","11.16","9.55","8.55","7.575","1.905"
"2017-05-16 12:45:00","11660","0","18.35","17.48","0.2559918","948","242.6","330.8","503.8","0","0","15.95","263.2","11.85","10.15","9.14","8.24","1.747"
"2017-05-16 12:46:00","11661","0","18.49","17.67","0.2534606","864","219","333.3","507.1","2","1","13.7","269.7","10.41","9.06","8.22","7.237","1.64"
"2017-05-16 12:47:00","11662","0","18.44","17.7","0.2546139","812","206.9","332.9","501.9","1","1","15.2","277.1","11.51","9.87","9.06","8.06","1.851"
"2017-05-16 12:48:00","11663","0","18.75","17.94","0.2551914","923","235.7","333.6","507.6","0","0","15.2","268.4","11.36","9.42","8.55","7.712","1.766"
"2017-05-16 12:49:00","11664","0","18.47","17.57","0.2543655","911","231.8","328.5","505.5","0","0","15.2","272.2","11.7","10.11","8.97","8.04","1.342"
"2017-05-16 12:50:00","11665","0","18.4","17.53","0.2536223","901","228.4","326.6","507.2","0","0","13.7","266.2","10.66","9.4","8.39","7.312","1.821"
"2017-05-16 12:51:00","11666","0","18.36","17.51","0.2533441","890","225.5","324.5","505.7","1","1","15.2","271.6","11.62","9.79","8.79","7.85","2.018"
"2017-05-16 12:52:00","11667","0","18.13","17.21","0.2526071","890","224.8","323.5","505.2","0","0","13.7","267.7","11.21","9.61","8.5","7.412","1.623"
"2017-05-16 12:53:00","11668","0","18.27","17.43","0.2524548","885","223.5","324.3","507.8","0","0","12.95","273.4","9.89","8.55","7.825","6.812","1.317"
"2017-05-16 12:54:00","11669","0","18.6","17.79","0.2529179","888","224.7","324.7","510.4","0","0","13.7","266.5","9.61","8.05","7.375","6.6","1.751"
"2017-05-16 12:55:00","11670","0","18.73","17.85","0.2529751","885","223.9","325.1","511.1","0","0","13.7","271.1","10.4","8.81","7.975","7.112","1.829"
"2017-05-16 12:56:00","11671","0","18.62","17.69","0.2531506","885","224","324.6","510.3","0","0","12.2","267.8","9.39","7.787","6.95","6.05","1.858"
"2017-05-16 12:57:00","11672","0","19.06","18.08","0.2531182","878","222.2","327.7","514.3","0","0","12.95","265.6","8.77","7.162","6.3","5.637","1.519"
"2017-05-16 12:58:00","11673","0","18.83","17.92","0.2533241","861","218","325.9","510.8","0","0","14.45","267.6","10.56","9.36","8.47","7.55","1.932"
"2017-05-16 12:59:00","11674","0","18.75","17.89","0.2521226","800","201.7","326.3","510.2","0","0","11.45","266.1","9.29","7.987","7.125","6.187","1.007"
"2017-05-16 13:00:00","11675","0","19.17","18.26","0.2528628","852","215.6","330","514.7","0","0","12.2","262.7","7.65","6.587","5.85","5.15","2.01"
"2017-05-16 13:01:00","11676","0","19.6","18.79","0.2546419","875","222.9","329.2","516.4","0","0","13.7","254.5","9.92","8.6","7.637","6.712","1.548"
