"TOA5","JER_Site3","CR1000","55060","CR1000.Std.25","CPU:JER_Site3_program_20170406.cr1","32691","Table1","","","","","","","","","","",""
"2017-04-28 09:15:00","31557","0","20.04","19.76","0.4215265","524.9","221.3","315.6","437.8","0","0","12.2","224.3","8.85","7.925","7.25","7.137","1.771"
"2017-04-28 09:16:00","31558","0","19.73","19.43","0.4211073","550.3","231.7","315.2","438.3","0","0","12.2","226.7","8.92","8.1","7.437","7.162","1.386"
"2017-04-28 09:17:00","31559","0","19.85","19.55","0.4202281","547.8","230.2","317.4","440","0","0","12.95","228.1","9.79","9.19","8.44","8.29","1.582"
"2017-04-28 09:18:00","31560","0","19.84","19.51","0.4191622","553.5","232","318.8","440.6","0","0","11.45","217.4","8.21","7.675","6.925","6.612","1.403"
"2017-04-28 09:19:00","31561","0","19.92","19.63","0.4186746","588.2","246.3","322.1","443","0","0","9.2","214.7","7.675","7.2","6.612","6.325","1.022"
"2017-04-28 09:20:00","31562","0","20.03","19.72","0.4180075","617.1","258","324.6","445.3","0","0","10.7","214.4","8.26","7.712","6.987","6.587","1.141"
"2017-04-28 09:21:00","31563","0","20.02","19.71","0.4173663","652.2","272.2","327.7","448.5","0","0","10.7","227.5","7.787","7.15","6.525","6.325","1.246"
"2017-04-28 09:22:00","31564","0","20.1","19.85","0.4132347","542.6","224.8","326.7","446.8","0","0","12.2","223.6","8.54","7.962","7.275","6.987","1.511"
"2017-04-28 09:23:00","31565","0","20.3","19.96","0.4165244","644.7","268.5","329.5","449.4","0","0","12.2","222.1","9.55","8.51","7.75","7.45","1.385"
"2017-04-28 09:24:00","31566","0","20.11","19.75","0.4150593","644.1","267.3","331.3","450.6","0","0","11.45","222.5","8.2","7.525","6.887","6.537","1.157"
"2017-04-28 09:25:00","31567","0","20.23","19.91","0.4137045","688.9","285","337.7","454","0","0","9.95","227.7","8.01","7.225","6.562","6.45","0.876"
"2017-04-28 09:26:00","31568","0","20.31","19.91","0.4119859","706.1","290.9","342.9","457.1","0","0","9.95","222.3","8.02","7.375","6.625","6.3","0.912"
"2017-04-28 09:27:00","31569","0","20.38","19.97","0.4114835","751.9","309.4","347.7","460.7","0","0","10.7","214","7.162","6.55","6","5.762","1.065"
"2017-04-28 09:28:00","31570","0","20.66","20.26","0.4113577","772.4","317.7","349.5","464.1","0","0","10.7","212.4","8.29","7.55","6.862","6.562","1.283"
"2017-04-28 09:29:00","31571","0","20.55","20.08","0.4112937","776.9","319.5","346.8","464.2","0","0","10.7","206.6","9.04","8.5","7.662","7.25","1.111"
"2017-04-28 09:30:00","31572","0","20.55","20.09","0.4085498","708.9","289.8","347.4","465.1","0","0","10.7","211","7.812","7.487","6.862","6.55","1.194"
"2017-04-28 09:31:00","31573","0","20.53","20.17","0.4096746","728.1","298.3","345.5","464.8","0","0","11.45","223.3","8.82","8.2","7.437","7.187","1.191"
"2017-04-28 09:32:00","31574","0","20.94","20.56","0.4095148","704.9","288.7","343.5","467","0","0","10.7","219.5","7.775","7.275","6.6","6.412","1.149"
"2017-04-28 09:33:00","31575","0","20.74","20.3","0.4105958","710.2","291.6","339.1","465.6","0","0","9.95","217.3","8.49","8","7.337","6.912","0.89"
"2017-04-28 09:34:00","31576","0","20.89","20.44","0.4089716","727.9","297.7","340.8","467.9","0","0","9.95","220.7","7.55","6.812","6.2","5.925","0.871"
"2017-04-28 09:35:00","31577","0","21","20.54","0.4089221","750.6","306.9","338","469.9","0","0","10.7","217.5","7.15","6.8","6.225","6.037","1.168"
"2017-04-28 09:36:00","31578","0","20.76","20.28","0.4032389","559.4","225.8","326.5","463.3","0","0","11.45","207.2","8.86","8.41","7.637","7.3","1.22"
"2017-04-28 09:37:00","31579","0","20.4","19.98","0.4068581","578.8","235.8","321.5","460","0","0","11.45","220.3","8.35","7.662","7.037","6.625","1.324"
"2017-04-28 09:38:00","31580","0","20.33","19.97","0.4076715","605.2","246.8","322.7","462.2","0","0","9.2","227.6","7.187","6.7","6.05","5.837","0.806"
"2017-04-28 09:39:00","31581","0","20.44","20.04","0.4081309","615.4","251.2","321.9","461.6","0","0","9.2","226.9","7.05","6.662","6.1","5.937","0.8"
"2017-04-28 09:40:00","31582","0","20.64","20.23","0.4085889","651","266","321.7","463.5","0","0","8.45","221.5","6.825","6.425","5.887","5.712","0.79"
"2017-04-28 09:41:00","31583","0","20.89","20.48","0.4079428","657.9","268.4","323.4","466.1","0","0","7.7","219.7","5.662","5.35","4.862","4.675","0.982"
"2017-04-28 09:42:00","31584","0","21.31","20.82","0.4080653","653.9","266.8","323.4","466.2","0","0","9.95","216.9","7.3","6.837","6.362","6.137","1.625"
"2017-04-28 09:43:00","31585","0","20.68","20.25","0.4076079","681","277.6","320.8","464","0","0","10.7","217.8","8.4","7.812","7.225","6.8","0.785"
"2017-04-28 09:44:00","31586","0","20.46","20.01","0.4059162","671.9","272.7","320.5","464.6","0","0","9.95","218.9","7.675","6.987","6.275","5.975","0.953"
"2017-04-28 09:45:00","31587","0","20.36","19.9","0.4047936","663.7","268.7","319.9","465.4","0","0","8.45","219.3","6.862","6.587","6.075","5.787","0.827"
"2017-04-28 09:46:00","31588","0","20.59","20.22","0.4039173","644","260.1","319","466.6","0","0","6.95","220.1","5.762","5.487","5.075","4.875","0.803"
"2017-04-28 09:47:00","31589","0","20.73","20.3","0.4039307","637.1","257.4","317","465.7","0","0","8.45","207.8","6.462","6.087","5.512","5.362","0.76"
"2017-04-28 09:48:00","31590","0","20.76","20.22","0.4032752","646.7","260.8","317.8","467.1","0","0","8.45","206.7","6.612","5.887","5.225","4.787","0.89"
"2017-04-28 09:49:00","31591","0","20.68","20.19","0.4030752","656.5","264.6","316.6","466.7","0","0","8.45","218.5","6.462","5.987","5.425","5.187","0.969"
"2017-04-28 09:50:00","31592","0","20.65","20.22","0.4019142","654.4","263","317.9","468.5","0","0","6.95","218.3","5.525","5.125","4.687","4.475","0.587"
"2017-04-28 09:51:00","31593","0","20.9","20.44","0.4018892","646.2","259.7","317.9","469.5","0","0","8.45","228.6","6.187","5.687","5.15","4.962","0.973"
"2017-04-28 09:52:00","31594","0","20.86","20.35","0.4017447","630.8","253.4","315.8","467.2","0","0","9.95","229.2","7.575","6.812","6.137","5.962","0.804"
"2017-04-28 09:53:00","31595","0","20.84","20.42","0.4007624","648.1","259.7","317.2","467.6","0","0","9.2","231.2","7.35","6.987","6.375","6.25","0.892"
"2017-04-28 09:54:00","31596","0","21.17","20.8","0.4004152","649.9","260.2","318.1","469.2","0","0","9.95","222.1","6.55","6.262","5.687","5.45","1.172"
"2017-04-28 09:55:00","31597","0","21.23","20.82","0.4002995","660.2","264.3","317.7","470.1","0","0","8.45","214.7","6.012","5.587","5.075","4.875","0.664"
"2017-04-28 09:56:00","31598","0","21.29","20.89","0.3998426","664.9","265.9","318.5","471.6","0","0","8.45","205.5","5.887","5.562","5.075","4.812","0.896"
"2017-04-28 09:57:00","31599","0","21.27","20.88","0.399458","670.9","268","318.6","472.3","0","0","7.7","216","5.537","5.25","4.775","4.587","1.023"
"2017-04-28 09:58:00","31600","0","21.2","20.75","0.3985471","673.4","268.4","318.3","472.7","0","0","9.95","218.3","6.937","6.3","5.675","5.412","1.288"
"2017-04-28 09:59:00","31601","0","21.02","20.54","0.3979391","675","268.6","316.5","470.4","0","0","10.7","211.6","8.27","7.462","6.787","6.437","1.108"
"2017-04-28 10:00:00","31602","0","21.02","20.52","0.3968821","673.6","267.4","316.5","471","0","0","9.2","208.1","6.837","6.45","5.875","5.65","0.994"
"2017-04-28 10:01:00","31603","0","20.87","20.43","0.3968969","680.1","269.9","316.4","472.4","0","0","7.7","222.3","5.85","5.575","5.125","4.975","0.92"
"2017-04-28 10:02:00","31604","0","20.95","20.56","0.3955086","679.5","268.8","318.7","474.2","0","0","8.45","227.4","6.612","6.175","5.575","5.337","0.958"
"2017-04-28 10:03:00","31605","0","21.42","20.97","0.3963116","681","269.9","318","474.6","0","0","8.45","195.6","6.45","5.975","5.475","5.275","1.018"
"2017-04-28 10:04:00","31606","0","21.27","20.7","0.3960969","682.3","270.3","317.8","474.9","0","0","9.2","214.9","5.962","5.712","5.187","4.837","1.152"
"2017-04-28 10:05:00","31607","0","20.96","20.52","0.3955748","692","273.7","317.5","474.9","0","0","8.45","225.3","6.487","6.012","5.5","5.4","1.012"
"2017-04-28 10:06:00","31608","0","21.02","20.51","0.3953338","698","276","317.7","474.7","0","0","10.7","229.1","8.02","7.287","6.612","6.45","1.029"
"2017-04-28 10:07:00","31609","0","21.24","20.72","0.3947656","698.7","275.8","318.1","475","0","0","11.45","218.5","8","7.35","6.637","6.3","1.108"
"2017-04-28 10:08:00","31610","0","21.42","20.94","0.3952383","700.8","277","317.8","474.3","0","0","12.95","233.8","9.25","8.31","7.575","7.35","0.954"
"2017-04-28 10:09:00","31611","0","21.26","20.8","0.394293","663","261.5","316","472.9","0","0","10.7","222.4","8.85","8.24","7.425","7.175","1.061"
"2017-04-28 10:10:00","31612","0","20.9","20.46","0.3941498","703.5","277.3","316.2","473.7","0","0","9.2","225.8","7.2","6.75","6.225","6.075","0.986"
"2017-04-28 10:11:00","31613","0","20.84","20.4","0.3934675","706.9","278.2","316","475.1","0","0","9.2","215.6","7.475","6.775","6.037","5.7","0.891"
"2017-04-28 10:12:00","31614","0","20.79","20.39","0.3929472","710.8","279.3","316.2","475.1","0","0","9.2","214.5","7.287","6.737","6.175","5.987","0.969"
"2017-04-28 10:13:00","31615","0","21.07","20.66","0.3928929","716.5","281.5","318.3","477.5","0","0","9.95","224.8","7.412","6.925","6.25","5.975","0.958"
"2017-04-28 10:14:00","31616","0","21.2","20.68","0.3931986","720.3","283.2","317.8","477.8","0","0","9.95","234.9","7.587","6.8","6.075","5.987","1.111"
"2017-04-28 10:15:00","31617","0","21.05","20.54","0.3923838","721","282.9","318.2","479.6","0","0","6.2","226.9","5.325","4.875","4.5","4.425","0.662"
"2017-04-28 10:16:00","31618","0","21.39","20.89","0.3923916","723.2","283.8","319.9","481.8","0","0","8.45","238.8","6.625","6.037","5.35","5.2","0.834"
"2017-04-28 10:17:00","31619","0","21.52","21.01","0.3927586","724.3","284.5","319.4","481.1","0","0","9.95","229.2","7.112","6.737","6.187","6.137","1.218"
"2017-04-28 10:18:00","31620","0","21.57","21.1","0.3927107","726.9","285.5","318.3","479.9","0","0","11.45","234.4","8.64","7.962","7.2","7.15","1.152"
"2017-04-28 10:19:00","31621","0","21.31","20.86","0.3922433","730.2","286.4","317.4","478.8","0","0","11.45","238.8","9.02","8.3","7.525","7.412","1.253"
"2017-04-28 10:20:00","31622","0","21.36","20.93","0.3908518","732.5","286.3","319.9","481.2","0","0","9.95","248.7","7.15","6.65","5.962","5.812","1.071"
"2017-04-28 10:21:00","31623","0","21.61","21.07","0.3882172","619.3","241.6","316.9","478.5","0","0","10.7","238","8.57","7.562","6.8","6.6","0.913"
"2017-04-28 10:22:00","31624","0","21.66","21.15","0.3911679","719.3","281.4","320.9","480.7","0","0","9.2","239.5","6.437","5.7","5.1","4.937","0.955"
"2017-04-28 10:23:00","31625","0","22.06","21.53","0.3916649","743.1","291","321.8","483.4","0","0","8.45","230.2","6.95","6.55","5.887","5.725","0.923"
"2017-04-28 10:24:00","31626","0","22.12","21.58","0.3916701","744.7","291.7","321.5","484","0","0","9.2","226.8","7.412","6.725","6.125","5.987","0.814"
"2017-04-28 10:25:00","31627","0","22.16","21.66","0.3915525","751.1","294.1","321","483.9","0","0","11.45","231.9","8.49","7.687","6.987","6.925","1.31"
"2017-04-28 10:26:00","31628","0","22.06","21.5","0.39177","768.3","301","320.1","482.3","0","0","13.7","232.6","10.6","9.56","8.55","8.29","1.6"
"2017-04-28 10:27:00","31629","0","21.51","20.91","0.3910588","761.7","297.9","318.9","481.3","0","0","11.45","232.3","9.31","8.46","7.562","7.525","1.056"
"2017-04-28 10:28:00","31630","0","21.42","20.9","0.3907169","767.7","300","319.2","482.8","0","0","10.7","218.1","8.17","7.562","6.837","6.5","1.273"
"2017-04-28 10:29:00","31631","0","21.37","20.96","0.3902245","771.4","301","320.5","484.2","0","0","9.95","227.7","7.762","7.387","6.825","6.575","1.036"
"2017-04-28 10:30:00","31632","0","21.71","21.35","0.3904766","771.8","301.4","323.1","488.6","0","0","10.7","244.7","7.2","6.737","6.025","5.75","1.241"
"2017-04-28 10:31:00","31633","0","22.1","21.67","0.3914423","777.2","304.2","323.9","489.5","0","0","11.45","238","8.41","7.675","6.962","6.812","1.262"
"2017-04-28 10:32:00","31634","0","22.26","21.77","0.3922442","784.8","307.8","321.7","486.9","0","0","12.2","233.5","9.67","8.62","7.812","7.625","1.165"
"2017-04-28 10:33:00","31635","0","21.91","21.37","0.3914216","787.7","308.3","321.6","485.6","0","0","11.45","235.8","9.77","8.72","7.887","7.812","1.024"
"2017-04-28 10:34:00","31636","0","21.75","21.3","0.3904519","792.6","309.5","323.2","487.8","0","0","10.7","225.3","7.587","7.075","6.487","6.325","1.226"
"2017-04-28 10:35:00","31637","0","21.75","21.29","0.3907546","798.7","312.1","322.9","489","0","0","10.7","224.9","7.675","7.112","6.4","6.2","1.122"
"2017-04-28 10:36:00","31638","0","21.91","21.49","0.3901401","802","313","326.7","492.5","0","0","9.95","235.4","6.55","6.237","5.612","5.537","1.205"
"2017-04-28 10:37:00","31639","0","22.39","21.95","0.3907071","810","316.3","328.9","495.3","0","0","9.95","240.3","7.225","6.775","6.087","5.962","1.551"
"2017-04-28 10:38:00","31640","0","22.48","22.01","0.3918242","821","321.6","327.8","493.8","0","0","10.7","234.3","8.4","7.762","7.062","6.9","0.932"
"2017-04-28 10:39:00","31641","0","22.61","22.1","0.3914157","832","325.6","331.9","496.6","0","0","11.45","233.4","7.75","7.1","6.512","6.362","1.238"
"2017-04-28 10:40:00","31642","0","22.77","22.18","0.3920745","863","338.4","335","497.3","0","0","10.7","218.8","8.11","7.525","6.862","6.687","1.14"
"2017-04-28 10:41:00","31643","0","22.15","21.56","0.3906564","848","331.5","335.7","497.7","0","0","9.95","222","7.462","6.862","6.362","6.237","1.088"
"2017-04-28 10:42:00","31644","0","21.98","21.38","0.3873461","674.7","262.3","340.2","496.1","0","0","8.45","229.3","6.212","5.587","5.112","5.025","0.731"
"2017-04-28 10:43:00","31645","0","21.99","21.45","0.3871707","568.6","220.9","345.4","491.7","0","0","12.2","231.6","8.05","7.25","6.6","6.55","1.308"
"2017-04-28 10:44:00","31646","0","21.85","21.38","0.392636","282.4","110.8","343","479.2","0","0","12.95","228.3","9.72","8.97","8.17","7.925","1.539"
"2017-04-28 10:45:00","31647","0","21.51","21.08","0.393512","288.8","113.7","342","473.6","0","0","10.7","226.4","7.9","7.375","6.7","6.512","0.932"
"2017-04-28 10:46:00","31648","0","21.28","20.88","0.3900677","609.7","238.2","348.4","479.5","0","0","8.45","224.5","6.425","6.012","5.437","5.275","0.955"
"2017-04-28 10:47:00","31649","0","21.54","21.13","0.39432","348.9","137.2","346.9","477.4","0","0","9.2","224.1","6.875","6.475","5.85","5.7","1.369"
"2017-04-28 10:48:00","31650","0","21.45","21.1","0.4003245","278.1","111.3","344.7","470","0","0","9.95","223.1","7.687","6.862","6.162","5.987","1.07"
"2017-04-28 10:49:00","31651","0","21.26","20.84","0.3964112","310.2","122.9","346.3","467.5","0","0","9.2","235.2","7.712","6.9","6.212","6.087","0.831"
"2017-04-28 10:50:00","31652","0","21.17","20.8","0.3981458","294.3","117.1","347.7","465.5","0","0","12.2","231.3","8.91","7.95","7.137","7.025","1.421"
"2017-04-28 10:51:00","31653","0","21.05","20.71","0.4002032","266","106.5","346","461.7","0","0","10.7","224.5","8.8","7.925","7.175","7","1.344"
"2017-04-28 10:52:00","31654","0","21.1","20.76","0.4003052","279.1","111.7","344.1","460.1","0","0","11.45","219.1","8.8","8.04","7.237","6.85","1.165"
"2017-04-28 10:53:00","31655","0","21.2","20.87","0.3906728","468.8","183.1","347.9","463.5","0","0","9.95","211.2","7.775","7.137","6.45","6.2","1.23"
"2017-04-28 10:54:00","31656","0","21.33","21.01","0.3933869","373.6","146.7","345.7","464.9","0","0","9.95","229.1","7.525","6.875","6.212","6.087","1.168"
"2017-04-28 10:55:00","31657","0","21.62","21.28","0.4005383","290.4","116.3","342.2","462.2","0","0","12.2","254.4","8.46","7.787","7","6.9","1.786"
"2017-04-28 10:56:00","31658","0","21.37","21.02","0.397079","376.1","148.9","340.2","460","0","0","10.7","249.2","8.22","7.312","6.662","6.512","1.221"
"2017-04-28 10:57:00","31659","0","21.39","21.04","0.3952662","432.4","170.6","341.3","463.7","0","0","10.7","241.9","8.57","7.562","6.837","6.737","1.065"
"2017-04-28 10:58:00","31660","0","21.7","21.38","0.4019353","322","129.2","340","459.6","0","0","12.2","237.9","8.41","7.525","6.837","6.725","1.859"
"2017-04-28 10:59:00","31661","0","21.59","21.26","0.3939516","948","373.5","347.7","475.3","0","0","9.95","231.7","8.01","7.275","6.587","6.437","1.189"
"2017-04-28 11:00:00","31662","0","22.1","21.72","0.3926668","998","391.9","353.6","487.6","0","0","9.2","226.9","7.362","6.812","6.237","5.962","1.221"
"2017-04-28 11:01:00","31663","0","22.51","22.13","0.3921077","1021","400.3","359.7","496.5","0","0","9.2","231","7.15","6.65","5.975","5.887","0.701"
"2017-04-28 11:02:00","31664","0","22.82","22.36","0.3923791","1048","411.2","363.2","500.6","1","1","14.45","238.5","10.64","9.62","8.69","8.64","1.766"
"2017-04-28 11:03:00","31665","0","23.07","22.51","0.3909589","715.3","279.8","360","496","0","0","12.95","238.9","10.55","9.37","8.54","8.44","1.157"
"2017-04-28 11:04:00","31666","0","22.8","22.28","0.393313","811","319.2","356.9","490.4","0","0","12.95","225.5","10.25","9.46","8.6","8.29","1.326"
"2017-04-28 11:05:00","31667","0","22.33","21.94","0.3900269","895","349.3","355.7","495.9","0","0","12.2","215.2","9.24","8.82","8.15","7.85","1.345"
"2017-04-28 11:06:00","31668","0","22.69","22.2","0.3885809","785.6","305.7","350","497.3","0","0","10.7","209.7","8.81","8.29","7.55","7.137","1.07"
"2017-04-28 11:07:00","31669","0","22.5","22.01","0.3897677","876","341.9","348","496","0","0","13.7","214.7","9.8","9.02","8.2","7.737","1.197"
"2017-04-28 11:08:00","31670","0","22.73","22.26","0.3902892","954","372.5","350.1","502.7","0","0","10.7","247.5","8.67","7.787","7.175","7.125","1.256"
"2017-04-28 11:09:00","31671","0","22.9","22.3","0.3909315","1013","396.1","351.8","508.6","0","0","9.95","237.2","7.687","6.975","6.3","6.237","1.078"
"2017-04-28 11:10:00","31672","0","23.11","22.66","0.3909463","760.9","297.5","348.8","505.2","0","0","11.45","228","8.55","7.962","7.25","6.987","1.276"
"2017-04-28 11:11:00","31673","0","22.87","22.48","0.391112","721.6","282.3","348.7","497.5","0","0","14.45","226.5","9.97","9.32","8.56","8.45","1.738"
"2017-04-28 11:12:00","31674","0","22.97","22.49","0.3912875","939","367.5","353.1","503.1","0","0","14.45","225.7","10.56","9.6","8.8","8.62","1.4"
"2017-04-28 11:13:00","31675","0","23.18","22.75","0.390222","917","357.7","358.4","505.9","0","0","13.7","225.9","10.49","9.74","8.81","8.59","1.122"
"2017-04-28 11:14:00","31676","0","23.43","22.86","0.3904525","785.2","306.7","360","504","0","0","13.7","227.7","10.56","9.45","8.51","8.3","1.492"
"2017-04-28 11:15:00","31677","0","22.84","22.32","0.3933468","432.2","169.8","355.9","492.3","0","0","14.45","237.3","10.6","9.7","8.82","8.56","1.297"
"2017-04-28 11:16:00","31678","0","22.54","22.1","0.3989477","317.9","126.8","353.5","483.3","0","0","12.95","230.2","9.27","8.67","7.987","7.85","1.651"
"2017-04-28 11:17:00","31679","0","22.13","21.71","0.3969727","328","130.2","351.4","478.1","0","0","9.95","224.5","8.19","7.637","6.862","6.737","1.054"
"2017-04-28 11:18:00","31680","0","21.96","21.52","0.3935552","613","240.8","354.6","482.1","0","0","10.7","233.4","8.75","7.937","7.087","6.912","1.082"
"2017-04-28 11:19:00","31681","0","22.18","21.71","0.3931263","606.2","238.3","358.1","486.5","0","0","9.95","231","7.15","6.512","5.987","5.9","0.922"
"2017-04-28 11:20:00","31682","0","22.07","21.63","0.401565","348.2","139.8","357.8","480.4","0","0","10.7","234.6","8.59","7.862","7.112","6.987","0.93"
"2017-04-28 11:21:00","31683","0","22.12","21.72","0.3994224","382.7","152.7","358.9","478.2","0","0","9.2","234.2","6.887","6.45","5.837","5.8","0.994"
"2017-04-28 11:22:00","31684","0","22.63","22.23","0.3913981","809","316.8","364","490","0","0","9.2","244.2","7.325","6.625","6","5.887","0.912"
"2017-04-28 11:23:00","31685","0","22.53","22.05","0.390922","666","260.4","363","490.3","0","0","9.95","235.9","7.675","7.012","6.237","6.137","1.279"
"2017-04-28 11:24:00","31686","0","22.65","22.16","0.3911576","976","381.9","372.5","500.4","0","0","9.2","231.3","6.487","5.837","5.312","5.262","0.973"
"2017-04-28 11:25:00","31687","0","23.33","22.88","0.3915122","728.9","285.1","371.5","505.3","0","0","9.2","235.1","7.325","6.825","6.262","6.112","0.95"
"2017-04-28 11:26:00","31688","0","23.4","23.01","0.402813","371.3","149.3","360","489.9","0","0","12.2","237.1","9.94","9.26","8.31","8.08","1.072"
"2017-04-28 11:27:00","31689","0","22.63","22.17","0.3958122","574.3","226.5","355.3","484.3","0","0","13.7","233.7","10.81","9.52","8.56","8.44","1.358"
"2017-04-28 11:28:00","31690","0","22.78","22.28","0.3905958","892","348.4","360.3","495.9","0","0","10.7","232.5","7.787","7.05","6.462","6.437","1.446"
"2017-04-28 11:29:00","31691","0","22.7","22.18","0.3924988","593.7","232.8","357.9","495.1","0","0","9.95","229.2","8.4","7.762","6.987","6.875","0.836"
"2017-04-28 11:30:00","31692","0","22.45","22.05","0.3897604","865","337.1","362.1","498.2","0","0","8.45","217","6.937","6.487","5.9","5.712","0.845"
"2017-04-28 11:31:00","31693","0","22.53","22.03","0.3927337","558.6","218.8","358.2","495.4","0","0","9.95","210.8","8.16","7.6","6.925","6.7","0.86"
"2017-04-28 11:32:00","31694","0","22.23","21.84","0.4013828","306.4","123","355.7","484","0","0","9.95","219.7","7.225","6.912","6.25","5.987","1.064"
"2017-04-28 11:33:00","31695","0","22.1","21.74","0.4055215","294.9","119.6","352.2","478.6","0","0","9.95","235.1","8.02","7.3","6.5","6.362","0.903"
"2017-04-28 11:34:00","31696","0","21.96","21.58","0.4068532","292.6","119","350.1","475.1","0","0","10.7","239.1","7.875","7.137","6.55","6.437","1.066"
"2017-04-28 11:35:00","31697","0","22.01","21.65","0.4077098","302.7","123.4","348.5","471.2","0","0","12.95","229.2","9.52","8.47","7.65","7.525","1.396"
"2017-04-28 11:36:00","31698","0","22","21.62","0.405859","325.8","132.2","348.8","469.1","0","0","12.95","233","9.54","8.4","7.575","7.487","1.005"
"2017-04-28 11:37:00","31699","0","22.12","21.71","0.3928907","1000","392.4","359","485.5","0","0","11.45","240.1","9.85","8.95","8.01","7.8","1.374"
"2017-04-28 11:38:00","31700","0","22.41","21.97","0.3906731","989","386.5","359.7","498","0","0","11.45","230.8","8.82","8.12","7.437","7.325","1.316"
"2017-04-28 11:39:00","31701","0","22.68","22.19","0.3956967","618","244","356.5","489.7","0","0","10.7","232.2","8.54","7.662","6.862","6.762","0.803"
"2017-04-28 11:40:00","31702","0","22.68","22.16","0.388497","983","382","364.7","501.9","0","0","9.95","224.2","7.987","7.487","6.712","6.587","0.959"
"2017-04-28 11:41:00","31703","0","23.1","22.58","0.388911","1009","392.5","364.5","507.7","0","0","12.2","224.4","9.37","8.86","8.02","7.875","1.471"
"2017-04-28 11:42:00","31704","0","22.95","22.51","0.3903135","670.8","261.4","356.5","500.1","0","0","11.45","216.7","9.46","8.9","8.1","7.675","1.211"
"2017-04-28 11:43:00","31705","0","22.82","22.41","0.3956552","545.3","215.2","352.6","490.8","0","0","13.7","217.5","10.34","9.52","8.65","8.25","1.739"
"2017-04-28 11:44:00","31706","0","22.71","22.27","0.3911757","782.7","305.9","354.7","496.1","0","0","13.7","215","10.96","10.12","9.14","8.71","1.509"
"2017-04-28 11:45:00","31707","0","22.5","22.04","0.3906347","1047","408.9","355.6","499.8","0","0","13.7","215","11.3","10.49","9.56","9.16","1.482"
"2017-04-28 11:46:00","31708","0","22.92","22.39","0.3886098","951","369.5","360","510.1","0","0","12.2","223.8","9.26","8.37","7.562","7.387","1.454"
