"TOA5","54124","CR1000","54124","CR1000.Std.25","CPU:JER_Site4_program_20170406.cr1","14814","Table1","","","","","","","","","","",""
"2018-03-18 11:15:00","498160","0","13.99","13.44","0.3330045","692.5","230.6","NaN","431.3","0","0","12.95","240.4","9.74","8.46","7.712","7.2","1.426"
"2018-03-18 11:16:00","498161","0","14.13","13.68","0.3323598","690.2","229.4","NaN","432.4","0","0","11.45","234","9.29","8.22","7.35","6.75","1.301"
"2018-03-18 11:17:00","498162","0","14.21","13.74","0.3317155","692.6","229.8","NaN","434.8","0","0","9.95","230.1","7.062","6.287","5.7","5.312","1.463"
"2018-03-18 11:18:00","498163","0","14.4","13.89","0.3324471","697.6","231.9","NaN","435.7","0","0","12.95","234.7","7.9","7.037","6.325","5.712","1.775"
"2018-03-18 11:19:00","498164","0","14.15","13.71","0.3318777","699.5","232.1","NaN","434.1","0","0","12.2","238.2","9.61","8.6","7.8","7.162","0.986"
"2018-03-18 11:20:00","498165","0","14.31","13.89","0.331707","700.7","232.4","NaN","434.3","0","0","15.2","238.4","9.64","8.49","7.712","7.2","2.079"
"2018-03-18 11:21:00","498166","0","14.48","14.03","0.3307254","698.5","231","NaN","436.1","0","0","11.45","239.6","8.05","7.05","6.35","5.812","1.243"
"2018-03-18 11:22:00","498167","0","14.26","13.77","0.3308205","698.5","231.1","NaN","434.2","0","0","12.95","242.3","10.44","8.81","7.775","7.112","1.125"
"2018-03-18 11:23:00","498168","0","14.33","13.83","0.3299742","701.9","231.6","NaN","435.6","0","0","12.95","244.9","8.24","7.262","6.612","6.062","1.358"
"2018-03-18 11:24:00","498169","0","14.24","13.66","0.3306604","705.8","233.4","NaN","434.5","0","0","12.2","241.8","9.6","8.35","7.412","6.85","1.317"
"2018-03-18 11:25:00","498170","0","14.1","13.55","0.3294417","697","229.7","NaN","434.6","0","0","13.7","237.3","9.59","8.22","7.287","6.575","1.61"
"2018-03-18 11:26:00","498171","0","13.9","13.33","0.3297127","716.9","236.4","NaN","434.7","0","0","12.95","235.8","9.86","8.84","7.962","7.2","1.295"
"2018-03-18 11:27:00","498172","0","14.12","13.63","0.3294019","721.4","237.6","NaN","436.5","0","0","11.45","225","8.96","7.775","6.9","6.425","1.207"
"2018-03-18 11:28:00","498173","0","14.45","13.92","0.3297734","721.1","237.8","-43.87","437.1","0","0","11.45","217.3","8.8","7.962","7.05","6.487","1.554"
"2018-03-18 11:29:00","498174","0","14.36","13.76","0.3286137","717.6","235.8","-110.6","440.4","0","0","8.45","226.4","6","5.112","4.55","4.187","1.01"
"2018-03-18 11:30:00","498175","0","14.77","14.16","0.3300509","720.3","237.8","NaN","440.7","0","0","12.95","227.7","9.22","8.2","7.287","6.562","2.137"
"2018-03-18 11:31:00","498176","0","14.46","13.83","0.3293242","722.3","237.9","NaN","438.9","0","0","12.95","227.8","9.82","8.64","7.55","6.8","1.618"
"2018-03-18 11:32:00","498177","0","14.33","13.76","0.3285536","724.6","238.1","-30.77","438.5","0","0","11.45","221","9.02","8.1","7.175","6.662","1.228"
"2018-03-18 11:33:00","498178","0","14.37","13.9","0.3277751","728.2","238.7","NaN","441.2","0","0","9.95","235","6.9","6.212","5.675","5.25","1.452"
"2018-03-18 11:34:00","498179","0","14.77","14.19","0.3285259","731","240.1","NaN","442.5","0","0","12.2","240.6","9.59","7.912","6.975","6.512","1.278"
"2018-03-18 11:35:00","498180","0","14.5","13.88","0.3262486","715.9","234.1","NaN","440.7","0","0","10.7","241.1","8.94","7.812","7.05","6.612","1.059"
"2018-03-18 11:36:00","498181","0","14.49","14.07","0.3197941","591.2","191.8","NaN","435.9","0","0","12.2","242","8.87","8.3","7.587","7.112","1.572"
"2018-03-18 11:37:00","498182","0","14.42","14.07","0.3158767","555.9","180.4","NaN","433.7","0","0","10.7","229.5","7.837","7.062","6.262","5.762","1.467"
"2018-03-18 11:38:00","498183","0","14.56","14","0.3282914","748.5","245.7","NaN","440.1","0","0","11.45","242.2","8.8","7.475","6.65","6.062","0.961"
"2018-03-18 11:39:00","498184","0","14.33","13.72","0.3273407","748.7","245.1","NaN","441.8","0","0","12.95","233.6","9.46","8.21","7.212","6.6","1.74"
"2018-03-18 11:40:00","498185","0","14.54","14.02","0.3271984","755.9","247.3","-27.83","442.1","0","0","12.2","219.6","9.36","8.25","7.2","6.337","1.086"
"2018-03-18 11:41:00","498186","0","14.56","13.96","0.3275447","765","250.6","NaN","442.6","0","0","12.2","216.9","9.39","8.15","7.3","6.7","1.482"
"2018-03-18 11:42:00","498187","0","14.78","14.19","0.327675","774.3","253.7","NaN","443","0","0","12.2","213","10.06","9.17","8.11","7.462","1.299"
"2018-03-18 11:43:00","498188","0","14.61","13.92","0.3277229","780.4","255.8","NaN","443.7","0","0","11.45","229","9.32","8.19","7.212","6.537","1.382"
"2018-03-18 11:44:00","498189","0","14.57","14.03","0.3267633","791","258.5","NaN","446.8","0","0","11.45","224.5","7.912","7.35","6.587","5.875","1.324"
"2018-03-18 11:45:00","498190","0","14.43","13.92","0.3269673","797.5","260.7","NaN","447","0","0","11.45","220.5","8.64","7.775","6.887","6.375","0.895"
"2018-03-18 11:46:00","498191","0","14.4","13.79","0.3268231","790.9","258.5","-46.94","447.4","0","0","13.7","209.8","8.81","7.825","7.012","6.587","1.532"
"2018-03-18 11:47:00","498192","0","14.47","13.87","0.3265075","782.1","255.4","NaN","445.7","0","0","13.7","211.4","10.12","9.1","8.09","7.5","1.099"
"2018-03-18 11:48:00","498193","0","14.86","14.26","0.3264425","781.2","255","NaN","447.2","0","0","12.2","216.7","9.35","8.41","7.4","6.9","1.515"
"2018-03-18 11:49:00","498194","0","14.69","14.01","0.3169245","591.4","191.2","NaN","441.3","0","0","9.95","213.4","8.17","7.337","6.575","6.112","0.963"
"2018-03-18 11:50:00","498195","0","14.71","14.12","0.3190416","641.2","205.8","NaN","444.1","0","0","9.95","224.2","7.375","6.662","5.975","5.612","1.456"
"2018-03-18 11:51:00","498196","0","14.96","14.4","0.3018861","196.1","59.2","NaN","429.5","0","0","9.95","222.2","8.16","7.387","6.537","5.95","1.115"
"2018-03-18 11:52:00","498197","0","14.47","13.94","0.3187443","514.8","166.6","NaN","428.5","0","0","11.45","232.4","9.05","7.9","6.9","6.3","1.023"
"2018-03-18 11:53:00","498198","0","14.55","14","0.3259804","767.7","250.3","-23.19","438.9","0","0","11.45","232.7","8.12","6.912","6.15","5.65","1.316"
"2018-03-18 11:54:00","498199","0","14.74","14.05","0.3182527","647.7","208.3","-94.1","441.6","0","0","9.95","212.7","7.075","6.125","5.4","5.037","1.076"
"2018-03-18 11:55:00","498200","0","14.58","13.91","0.3109563","454.2","144.5","NaN","435.7","0","0","6.95","213.8","5.287","4.925","4.375","3.975","0.869"
"2018-03-18 11:56:00","498201","0","14.57","14.08","0.3116012","417.3","132.2","-242.8","431","0","0","7.7","218.6","5.75","5.237","4.675","4.4","1.016"
"2018-03-18 11:57:00","498202","0","14.49","14.04","0.3259207","784.7","255.8","-97.3","441.2","0","0","10.7","219.1","6.9","6.15","5.387","4.925","1.291"
"2018-03-18 11:58:00","498203","0","14.79","14.3","0.3259897","790.4","257.7","NaN","444.6","0","0","12.2","232.2","9.21","8.17","7.4","6.912","0.978"
"2018-03-18 11:59:00","498204","0","14.75","14.22","0.3250985","780.3","253.7","NaN","446.4","0","0","10.7","233.6","7.45","6.525","5.837","5.375","1.181"
"2018-03-18 12:00:00","498205","0","15.16","14.61","0.325354","785.6","255.6","NaN","449.1","0","0","12.2","240.9","8.29","7.187","6.337","5.837","1.366"
"2018-03-18 12:01:00","498206","0","15.08","14.44","0.3257488","783.9","255.4","NaN","446.9","0","0","13.7","244.8","10.6","9.06","8.22","7.475","1.503"
"2018-03-18 12:02:00","498207","0","14.72","14.12","0.3248952","781.9","254","NaN","447.2","0","0","10.7","240.6","8.08","7.237","6.6","6.087","1.519"
"2018-03-18 12:03:00","498208","0","14.96","14.43","0.3241783","777.1","251.9","NaN","450.5","0","0","9.95","251.2","7.837","6.662","5.937","5.375","1.088"
"2018-03-18 12:04:00","498209","0","15.23","14.58","0.3245602","778","252.5","NaN","450.5","0","0","11.45","249.2","8.67","7.325","6.525","5.925","1.047"
"2018-03-18 12:05:00","498210","0","15.23","14.53","0.3246641","780.3","253.3","NaN","448.7","0","0","12.95","248.9","9.57","8.09","7.262","6.712","1.359"
"2018-03-18 12:06:00","498211","0","14.92","14.25","0.3235378","777.4","251.5","NaN","449.9","0","0","9.95","244.1","7.837","6.825","6.237","5.762","1.163"
"2018-03-18 12:07:00","498212","0","14.72","14.09","0.3232018","777.3","251.2","NaN","450.9","0","0","10.7","238.7","8.08","7.112","6.35","5.75","1.061"
"2018-03-18 12:08:00","498213","0","14.81","14.26","0.3225026","773.9","249.6","NaN","452.1","0","0","9.2","237.8","7.112","6.175","5.612","5.087","1.051"
"2018-03-18 12:09:00","498214","0","15.48","14.94","0.323254","772.5","249.7","NaN","451.9","0","0","14.45","250","9.54","8.16","7.287","6.625","2.135"
"2018-03-18 12:10:00","498215","0","15.52","14.9","0.3230132","775.5","250.5","NaN","452.6","0","0","9.95","245.9","8","6.987","6.375","5.887","0.963"
"2018-03-18 12:11:00","498216","0","15.53","14.99","0.3233145","780","252.2","NaN","455.4","0","0","11.45","244.4","7.125","6.312","5.75","5.3","1.402"
"2018-03-18 12:12:00","498217","0","15.51","14.99","0.3229042","782.2","252.6","NaN","453.9","0","0","11.45","229.2","8.7","7.962","6.95","6.35","0.957"
"2018-03-18 12:13:00","498218","0","15.66","15","0.3229647","782.7","252.8","NaN","453.5","0","0","11.45","218.1","8.25","7.45","6.587","6.037","1.237"
"2018-03-18 12:14:00","498219","0","15.41","14.81","0.3227811","784.4","253.2","NaN","453.8","0","0","11.45","245","8.85","7.8","7.05","6.412","1.413"
"2018-03-18 12:15:00","498220","0","15.22","14.7","0.322843","788.3","254.5","NaN","453.4","0","0","12.2","239.7","8.85","8.01","7.437","6.925","1.418"
"2018-03-18 12:16:00","498221","0","15.34","14.93","0.3218793","779.8","251","NaN","453.9","0","0","13.7","242.3","9.8","8.65","7.787","7.275","1.902"
"2018-03-18 12:17:00","498222","0","15.28","14.73","0.3212653","777.3","249.7","NaN","454.5","0","0","11.45","231.4","7.787","6.837","6.187","5.625","1.305"
"2018-03-18 12:18:00","498223","0","15.64","15.04","0.3213845","775.9","249.4","NaN","455.7","0","0","10.7","230.2","7.712","6.762","5.937","5.462","1.407"
"2018-03-18 12:19:00","498224","0","15.61","14.97","0.3214591","778.4","250.2","NaN","454.7","0","0","13.7","239.8","9.71","8.44","7.612","7.125","1.452"
"2018-03-18 12:20:00","498225","0","15.56","14.98","0.3212611","782.1","251.3","NaN","456.4","0","0","10.7","241.1","7.625","6.7","6.162","5.587","1.466"
"2018-03-18 12:21:00","498226","0","15.6","14.88","0.3214819","783.7","251.9","-54.3","457.1","0","0","9.2","218.8","7.25","6.725","5.9","5.375","1.272"
"2018-03-18 12:22:00","498227","0","15.66","15.1","0.3206884","785.4","251.9","NaN","459.9","0","0","8.45","231.7","6.25","5.625","5","4.65","0.881"
"2018-03-18 12:23:00","498228","0","16.24","15.66","0.3220225","788.9","254.1","NaN","459.2","0","0","12.2","246.9","9.01","7.787","7.025","6.525","1.335"
"2018-03-18 12:24:00","498229","0","15.84","15.22","0.3219802","791.4","254.8","NaN","455.2","0","0","12.2","238.7","9.72","8.4","7.687","7.125","1.524"
"2018-03-18 12:25:00","498230","0","15.48","14.91","0.3205621","791.6","253.8","NaN","456.9","0","0","10.7","241.3","8.79","7.575","6.85","6.225","0.96"
"2018-03-18 12:26:00","498231","0","15.86","15.32","0.3208316","790","253.5","NaN","455.7","0","0","14.45","239.9","11.4","10.1","9.07","8.25","1.492"
"2018-03-18 12:27:00","498232","0","15.99","15.37","0.3206871","798.5","256.1","NaN","455","0","0","12.95","230.4","9.8","8.44","7.462","6.762","1.273"
"2018-03-18 12:28:00","498233","0","16.26","15.74","0.3180877","719.8","229.3","NaN","455","0","0","14.45","243.6","10.22","9.17","8.35","7.675","1.603"
"2018-03-18 12:29:00","498234","0","15.75","15.28","0.3208915","782.2","251.1","NaN","451.6","0","0","14.45","244.1","11.19","10.12","9.21","8.33","1.406"
"2018-03-18 12:30:00","498235","0","15.58","15.13","0.3198537","797.9","255.2","NaN","453.4","0","0","14.45","246.1","11","9.31","8.35","7.65","1.901"
"2018-03-18 12:31:00","498236","0","15.45","14.87","0.3199815","798.7","255.6","NaN","453.1","0","0","12.95","242.4","10.05","8.85","7.975","7.35","1.652"
"2018-03-18 12:32:00","498237","0","15.83","15.37","0.3202088","798.2","255.6","NaN","454.1","3","2","15.95","239.8","11.74","10.26","9.36","8.56","2.004"
"2018-03-18 12:33:00","498238","0","15.98","15.43","0.3205415","803","257.3","NaN","451.3","1","1","15.95","223.6","12.79","11.3","10.15","9.01","1.665"
"2018-03-18 12:34:00","498239","0","15.99","15.39","0.3193991","798.8","255.1","NaN","453.6","0","0","13.7","232.1","10.09","8.57","7.762","7.2","1.418"
"2018-03-18 12:35:00","498240","0","16.13","15.54","0.3201188","804","257.4","NaN","453.7","0","0","14.45","229.8","11.44","10.01","8.95","8.16","1.451"
"2018-03-18 12:36:00","498241","0","15.86","15.29","0.3200768","806","257.9","NaN","451.3","0","0","15.2","230.9","12.86","11.32","9.96","9.06","1.544"
"2018-03-18 12:37:00","498242","0","15.52","14.93","0.3188939","801","255.4","NaN","449.4","1","1","16.7","224.3","13.56","12.04","10.56","9.57","1.3"
"2018-03-18 12:38:00","498243","0","15.46","14.9","0.3180975","804","255.8","NaN","450.5","0","0","14.45","221.4","10.65","9.49","8.36","7.662","1.832"
"2018-03-18 12:39:00","498244","0","15.72","15.22","0.3184102","807","257","NaN","453.5","0","0","15.2","232.4","10.41","9.35","8.34","7.675","1.831"
"2018-03-18 12:40:00","498245","0","15.65","15.11","0.3186522","809","257.7","NaN","453.5","0","0","12.2","229.7","9.99","8.77","7.75","7.075","1.358"
"2018-03-18 12:41:00","498246","0","15.75","15.19","0.3181195","807","256.8","NaN","454.7","0","0","12.2","224.2","9.8","8.82","7.775","7.025","1.606"
"2018-03-18 12:42:00","498247","0","16.31","15.77","0.3186755","806","256.9","NaN","456.5","0","0","13.7","228.9","10.02","8.8","7.787","7.162","1.803"
"2018-03-18 12:43:00","498248","0","15.65","14.99","0.3183767","807","256.8","NaN","454.6","0","0","12.2","232.1","10.02","8.85","7.875","7.3","1.273"
"2018-03-18 12:44:00","498249","0","15.7","15.15","0.3171511","805","255.4","NaN","457.5","0","0","12.95","230.8","8.72","7.425","6.55","6.05","1.96"
"2018-03-18 12:45:00","498250","0","15.91","15.21","0.3179754","811","257.7","NaN","454.7","0","0","14.45","232.2","11.04","9.67","8.64","7.937","1.518"
"2018-03-18 12:46:00","498251","0","15.73","15.11","0.3172911","811","257.4","NaN","456.3","0","0","14.45","224.5","10.35","8.94","7.8","7.2","1.572"
"2018-03-18 12:47:00","498252","0","15.97","15.38","0.3178102","814","258.8","NaN","455.5","0","0","13.7","232.3","11.31","9.72","8.57","7.962","1.037"
"2018-03-18 12:48:00","498253","0","16.01","15.39","0.3176094","816","259.1","NaN","456","0","0","15.2","231","10.54","9.25","8.12","7.462","1.747"
"2018-03-18 12:49:00","498254","0","16.05","15.45","0.3176713","817","259.4","NaN","457.1","0","0","12.2","227.5","9.91","8.89","7.962","7.325","1.33"
"2018-03-18 12:50:00","498255","0","16.09","15.5","0.3178155","818","259.9","NaN","457.4","0","0","14.45","244.5","10.9","9.44","8.51","7.837","1.629"
"2018-03-18 12:51:00","498256","0","15.92","15.31","0.3170351","818","259.4","NaN","458.8","0","0","12.2","245.4","9.94","8.72","7.937","7.312","1.475"
"2018-03-18 12:52:00","498257","0","16.04","15.38","0.3167327","815","258","NaN","459.3","0","0","11.45","244.5","9.02","7.5","6.7","6.187","1.375"
"2018-03-18 12:53:00","498258","0","16.37","15.81","0.316639","814","257.8","NaN","462.2","0","0","10.7","231.7","7.462","7","6.325","5.9","1.422"
"2018-03-18 12:54:00","498259","0","16.75","16.25","0.3179857","815","259.2","NaN","459.6","0","0","15.2","228","11.81","10.64","9.36","8.45","1.712"
"2018-03-18 12:55:00","498260","0","16.68","16.19","0.3179341","821","261.2","NaN","458.5","0","0","15.2","232.7","11.29","9.94","8.65","7.837","1.352"
"2018-03-18 12:56:00","498261","0","16.22","15.65","0.3175446","825","262","NaN","456.7","0","0","14.45","232.8","11.52","10.06","9.06","8.26","1.774"
"2018-03-18 12:57:00","498262","0","16.23","15.71","0.3162346","821","259.8","NaN","458.5","0","0","12.95","237.4","10.45","8.75","7.912","7.35","1.76"
"2018-03-18 12:58:00","498263","0","16.44","15.91","0.3161879","823","260.3","NaN","461.6","0","0","11.45","247.4","9.12","8.11","7.287","6.7","0.963"
"2018-03-18 12:59:00","498264","0","16.72","16.19","0.3170455","825","261.5","NaN","462.2","0","0","13.7","243.3","9.91","8.61","7.787","7.15","1.738"
"2018-03-18 13:00:00","498265","0","16.66","16.09","0.3169674","823","260.9","NaN","458.7","0","0","15.95","240.1","11.3","10.11","9.11","8.45","1.705"
"2018-03-18 13:01:00","498266","0","16.54","15.99","0.3161997","820","259.4","NaN","459.1","0","0","14.45","245.9","11.54","9.95","9.04","8.42","1.626"
"2018-03-18 13:02:00","498267","0","16.64","16.13","0.3160964","823","260.2","NaN","460.3","0","0","15.2","234.4","9.61","8.24","7.412","6.9","1.817"
"2018-03-18 13:03:00","498268","0","16.57","15.98","0.3170356","828","262.4","NaN","456.4","11","9","18.2","228.7","13.85","12.4","11","9.97","1.877"
"2018-03-18 13:04:00","498269","0","16.3","15.74","0.3154716","826","260.5","NaN","458.1","0","0","15.2","223.5","10.55","9.15","8.12","7.512","1.731"
"2018-03-18 13:05:00","498270","0","16.84","16.31","0.3159645","830","262.4","NaN","459.5","0","0","15.2","226.2","10.52","9.34","8.2","7.625","1.972"
"2018-03-18 13:06:00","498271","0","16.72","16.14","0.315819","831","262.5","NaN","458.7","0","0","14.45","223.2","10.67","9.64","8.5","7.662","1.894"
"2018-03-18 13:07:00","498272","0","16.57","16.04","0.31555","831","262.1","NaN","458.7","0","0","14.45","232.4","11.07","10.15","9","8.24","1.239"
"2018-03-18 13:08:00","498273","0","16.6","16.04","0.3151735","830","261.7","NaN","459.3","1","1","15.2","232.8","11.64","10.16","9","8.19","1.678"
"2018-03-18 13:09:00","498274","0","16.41","15.85","0.314771","830","261.1","NaN","459.4","0","0","15.95","233.3","9.94","8.92","7.8","7.012","1.506"
"2018-03-18 13:10:00","498275","0","16.9","16.36","0.3145555","829","260.9","NaN","463.4","0","0","12.95","224.1","8.92","7.675","6.937","6.412","1.154"
"2018-03-18 13:11:00","498276","0","17.1","16.49","0.3151458","827","260.7","NaN","461.4","1","1","14.45","228.9","11.42","10.24","9.24","8.42","1.947"
"2018-03-18 13:12:00","498277","0","16.92","16.23","0.3145174","826","259.9","NaN","460.8","0","0","14.45","236.4","9.86","8.55","7.5","6.887","1.459"
"2018-03-18 13:13:00","498278","0","16.56","15.78","0.3141806","829","260.5","NaN","461.9","0","0","12.95","252.2","10.32","8.67","7.687","6.95","1.219"
"2018-03-18 13:14:00","498279","0","16.2","15.48","0.3139369","833","261.4","NaN","462.9","0","0","12.2","239.5","9.4","8.27","7.312","6.887","1.33"
"2018-03-18 13:15:00","498280","0","16.44","15.83","0.3133434","832","260.6","NaN","465","0","0","9.2","241.4","7.612","6.55","5.937","5.512","0.973"
"2018-03-18 13:16:00","498281","0","16.54","15.87","0.3137572","831","260.6","NaN","465.6","0","0","9.95","242","7.7","6.625","6.05","5.65","1.165"
"2018-03-18 13:17:00","498282","0","16.75","16.16","0.3139866","832","261.2","NaN","466.3","0","0","13.7","249.4","9.71","8.26","7.375","6.7","1.92"
"2018-03-18 13:18:00","498283","0","16.49","15.72","0.3141834","834","261.9","NaN","462.9","0","0","12.95","238.3","10.62","9.17","8.26","7.65","1.416"
"2018-03-18 13:19:00","498284","0","16.26","15.62","0.3134978","835","261.7","NaN","464.1","0","0","13.7","239.9","8.69","7.825","7.212","6.512","1.507"
"2018-03-18 13:20:00","498285","0","16.4","15.79","0.3136319","836","262.1","NaN","464.5","0","0","13.7","244.2","10.01","8.61","7.712","7.112","1.519"
"2018-03-18 13:21:00","498286","0","16.43","15.79","0.3131672","834","261","NaN","464.7","0","0","11.45","230.2","8.86","7.762","7","6.562","1.364"
"2018-03-18 13:22:00","498287","0","16.88","16.32","0.3127521","823","257.4","37.93","467.6","0","0","9.95","224","7.55","6.737","5.9","5.387","1.007"
"2018-03-18 13:23:00","498288","0","17.33","16.64","0.3142568","829","260.6","NaN","467.2","0","0","12.95","232.9","9.64","8.56","7.587","7.05","1.993"
"2018-03-18 13:24:00","498289","0","16.62","15.92","0.3138179","833","261.3","NaN","464.8","0","0","11.45","227.1","9.34","7.975","6.95","6.3","1.178"
"2018-03-18 13:25:00","498290","0","16.78","16.12","0.3136795","836","262.4","NaN","465.8","0","0","14.45","230.6","10.6","9.31","8.29","7.675","1.795"
"2018-03-18 13:26:00","498291","0","16.83","16.23","0.3141966","841","264.2","NaN","463.1","0","0","15.2","229.2","11.89","10.46","9.35","8.55","1.57"
"2018-03-18 13:27:00","498292","0","16.65","15.98","0.3137992","839","263.2","NaN","461","0","0","15.2","229","12.07","10.57","9.32","8.35","1.45"
"2018-03-18 13:28:00","498293","0","16.33","15.69","0.3128865","834","260.8","NaN","459.6","0","0","15.2","221.8","11.6","10.45","9.24","8.39","1.245"
"2018-03-18 13:29:00","498294","0","16.22","15.62","0.3123275","833","260.1","NaN","460.6","0","0","14.45","227.5","10.91","9.64","8.54","7.7","1.545"
"2018-03-18 13:30:00","498295","0","16.36","15.74","0.3124734","833","260.4","NaN","462.2","0","0","12.95","229.9","9.19","8.22","7.425","6.912","1.575"
"2018-03-18 13:31:00","498296","0","16.43","15.83","0.3120236","831","259.2","NaN","465.3","0","0","10.7","238.4","7.837","7.125","6.287","5.925","1.073"
"2018-03-18 13:32:00","498297","0","16.72","16.15","0.3126909","831","259.9","NaN","466.3","0","0","10.7","250.9","8.99","7.787","7.012","6.487","1.21"
"2018-03-18 13:33:00","498298","0","16.67","16.11","0.3132172","834","261.3","NaN","464.8","0","0","14.45","238.1","10.32","9.24","8.08","7.387","1.309"
"2018-03-18 13:34:00","498299","0","16.53","15.94","0.3134308","837","262.5","NaN","462.8","0","0","15.2","230.9","11.51","10.29","9.11","8.42","1.386"
"2018-03-18 13:35:00","498300","0","16.38","15.82","0.312228","834","260.5","NaN","464.5","0","0","12.2","232","8.39","7.387","6.525","6.087","1.527"
"2018-03-18 13:36:00","498301","0","16.4","15.82","0.3124174","833","260.4","NaN","464.7","0","0","12.95","234.9","9.92","8.64","7.587","7.025","1.151"
"2018-03-18 13:37:00","498302","0","16.84","16.26","0.3123828","834","260.4","NaN","465.7","0","0","13.7","222.4","10.16","8.84","7.612","7.125","1.386"
"2018-03-18 13:38:00","498303","0","16.78","16.04","0.3125615","834","260.7","NaN","464.3","0","0","13.7","222.2","10.07","9.12","7.962","7.137","1.408"
"2018-03-18 13:39:00","498304","0","16.88","16.28","0.3128246","834","260.9","NaN","464.5","0","0","13.7","224","10.37","9.17","7.975","7.287","1.573"
"2018-03-18 13:40:00","498305","0","16.72","16.1","0.3125733","834","260.6","NaN","465.4","0","0","14.45","240.8","9.66","8.55","7.75","7.2","1.702"
"2018-03-18 13:41:00","498306","0","16.84","16.27","0.3136277","828","259.6","NaN","463.9","3","3","18.95","253.4","12.8","10.99","9.86","9.05","2.484"
"2018-03-18 13:42:00","498307","0","16.53","15.94","0.3131205","831","260.2","NaN","460.6","15","5","18.95","241","13.09","11.52","10.32","9.45","2.089"
"2018-03-18 13:43:00","498308","0","16.53","15.9","0.3123707","833","260.3","NaN","461.2","0","0","15.2","239.8","11","9.56","8.5","7.825","1.756"
"2018-03-18 13:44:00","498309","0","16.42","15.84","0.3119192","832","259.5","601.4","462.4","0","0","13.7","224.1","9.91","8.86","7.712","7.125","1.236"
"2018-03-18 13:45:00","498310","0","16.48","15.84","0.3118157","833","259.8","NaN","463.6","0","0","12.95","225.7","9.32","8.01","6.975","6.437","1.514"
"2018-03-18 13:46:00","498311","0","17.02","16.47","0.3125415","835","260.8","NaN","466.3","0","0","14.45","221.2","10.07","8.96","7.862","7.05","1.345"
