"TOA5","54124","CR1000","54124","CR1000.Std.25","CPU:JER_Site4_program_20170406.cr1","14814","Table1","","","","","","","","","","",""
"TIMESTAMP","RECORD","Rain_mm_Tot","T107_2M_Avg","T107_5M_Avg","Albedo_Avg","CM3Up_Avg","CM3Dn_Avg","CG3UpCo_Avg","CG3DnCo_Avg","Sensit_Tot","SenSec","WS_ms_4.8m_Max","WindDir_D1_WVT","WS_ms_4.8m_Avg","WS_ms_2.4m_Avg","WS_ms_1.4m_Avg","WS_ms_0.7m_Avg","WS_ms_2.4m_Std"
"TS","RN","mm","Deg C","Deg C","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","Counts/Hz","","meters/second","meters/second","meters/second","meters/second","meters/second","meters/second","meters/second"
NA,"","Tot","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Tot","Smp","Max","WVc","Avg","Avg","Avg","Avg","Std"
"2017-04-25 17:09:00","27633","0","25.38","25.08","0.3446513","451.3","155.5","NaN","477.3","0","0","15.95","261.1","11.49","9.52","8.71","7.887","1.587"
"2017-04-25 17:10:00","27634","0","25.29","24.93","0.3448982","455.8","157.2","NaN","477","1","1","18.2","263.7","12.51","10.66","9.65","8.7","2.397"
"2017-04-25 17:11:00","27635","0","24.96","24.62","0.3440149","444.9","153.1","NaN","475.3","0","0","16.7","262","12.64","10.4","9.4","8.36","1.933"
"2017-04-25 17:12:00","27636","0","24.9","24.54","0.3440576","444.1","152.8","NaN","474.9","0","0","15.95","262.3","12.99","10.98","10.04","8.95","1.842"
"2017-04-25 17:13:00","27637","0","24.68","24.33","0.3438349","442.5","152.2","NaN","474.4","0","0","15.2","262.5","11.9","10.01","9.05","8.08","1.604"
"2017-04-25 17:14:00","27638","0","24.76","24.4","0.3444979","438.6","151.1","NaN","474.7","0","0","15.95","260.9","11.15","9.21","8.34","7.55","2.019"
"2017-04-25 17:15:00","27639","0","24.78","24.41","0.3451388","438.3","151.3","NaN","474.6","0","0","15.2","260","10.98","9.02","8.19","7.575","1.995"
"2017-04-25 17:16:00","27640","0","24.85","24.5","0.345833","430.3","148.8","NaN","474.9","0","0","15.2","259.4","11.16","9.16","8.26","7.362","1.798"
"2017-04-25 17:17:00","27641","0","24.87","24.47","0.3475038","425.7","147.9","NaN","473.3","0","0","15.95","260.5","13.3","10.49","9.22","8.41","1.437"
"2017-04-25 17:18:00","27642","0","24.69","24.29","0.3476046","422.2","146.8","NaN","472.1","0","0","16.7","264.7","12.35","10.48","9.45","8.35","1.604"
"2017-04-25 17:19:00","27643","0","24.71","24.37","0.347764","417.2","145.1","NaN","472.6","0","0","15.95","260.7","11.37","9.36","8.51","7.625","1.966"
"2017-04-25 17:20:00","27644","0","24.83","24.49","0.3452202","363.6","125.9","NaN","472.3","1","1","15.95","254.8","12.34","10.16","8.94","8.08","1.743"
"2017-04-25 17:21:00","27645","0","24.93","24.63","0.3494592","411.4","143.8","NaN","473.2","0","0","12.2","260.1","9.22","7.875","6.937","6.175","1.458"
"2017-04-25 17:22:00","27646","0","24.99","24.62","0.3513193","411.7","144.6","NaN","472.4","0","0","15.95","252.9","12.35","10.19","9.2","8.4","1.503"
"2017-04-25 17:23:00","27647","0","24.9","24.55","0.3507268","416.9","146.2","NaN","472.9","0","0","13.7","252.9","10.67","9.16","8.36","7.775","1.28"
"2017-04-25 17:24:00","27648","0","24.77","24.43","0.3504312","421.7","147.8","NaN","473.7","0","0","13.7","261.5","9.87","8.17","7.387","6.562","1.677"
"2017-04-25 17:25:00","27649","0","25.02","24.7","0.351333","421","147.9","NaN","475","0","0","13.7","269.8","10.01","8.4","7.45","6.662","1.566"
"2017-04-25 17:26:00","27650","0","25.11","24.8","0.3519808","421.2","148.3","NaN","474.2","0","0","14.45","262.2","10.48","8.86","8.14","7.35","1.766"
"2017-04-25 17:27:00","27651","0","25.29","24.96","0.3538026","413.7","146.4","NaN","474.5","2","2","18.2","256.3","11.41","9.04","8.02","7.312","2.931"
"2017-04-25 17:28:00","27652","0","24.99","24.62","0.35478","403.5","143.2","NaN","471.2","3","3","18.2","257.7","11.36","9.54","8.47","7.562","2.737"
"2017-04-25 17:29:00","27653","0","25.28","24.97","0.356384","397.4","141.6","NaN","472.6","2","2","17.45","264","10.86","9.26","8.49","7.862","2.381"
"2017-04-25 17:30:00","27654","0","24.86","24.51","0.3569818","388.6","138.7","NaN","470.5","0","0","15.2","261.8","10.4","9.09","8.27","7.362","1.8"
"2017-04-25 17:31:00","27655","0","24.67","24.37","0.3567017","380.3","135.7","NaN","471","0","0","13.7","258.8","9.96","8.45","7.637","6.862","1.882"
"2017-04-25 17:32:00","27656","0","24.93","24.6","0.3587583","378.5","135.8","NaN","470.8","0","0","15.95","261.6","11.05","8.9","7.875","7.037","2.259"
"2017-04-25 17:33:00","27657","0","24.83","24.48","0.360157","375.2","135.1","NaN","468.3","0","0","17.45","265.9","13.15","10.94","9.76","8.64","2.019"
"2017-04-25 17:34:00","27658","0","24.76","24.43","0.3610396","371.4","134.1","NaN","467.5","0","0","15.95","265.7","12.87","10.59","9.7","8.7","1.665"
"2017-04-25 17:35:00","27659","0","24.83","24.52","0.3615114","366.5","132.5","NaN","467.4","0","0","15.95","260.5","12.85","10.7","9.84","8.77","1.41"
"2017-04-25 17:36:00","27660","0","24.77","24.46","0.3635979","367.4","133.6","NaN","466.5","0","0","17.45","256.6","13.51","11","9.77","9.01","1.673"
"2017-04-25 17:37:00","27661","0","24.59","24.25","0.3635823","361.8","131.5","NaN","465.3","0","0","17.45","258","13.42","11.07","9.97","9.01","1.751"
"2017-04-25 17:38:00","27662","0","24.49","24.21","0.3633932","358.6","130.3","NaN","465","0","0","16.7","259","11.65","9.62","8.69","7.7","2.489"
"2017-04-25 17:39:00","27663","0","24.39","24.1","0.3610634","317.5","114.7","NaN","464.7","0","0","14.45","263.8","11.26","9.7","8.85","7.9","1.553"
"2017-04-25 17:40:00","27664","0","24.35","24.1","0.3545243","224.2","79.51","NaN","462.7","0","0","12.95","255.3","9.46","7.862","7.187","6.525","1.655"
"2017-04-25 17:41:00","27665","0","24.43","24.2","0.3536751","176.7","62.49","NaN","459.8","0","0","15.2","259.1","10.44","8.51","7.775","6.987","2.606"
"2017-04-25 17:42:00","27666","0","24.39","24.21","0.3470231","138.7","48.16","NaN","457.3","0","0","15.2","261.8","10.2","8.49","7.662","6.812","1.782"
"2017-04-25 17:43:00","27667","0","24.27","24.09","0.3385562","100.5","34.04","NaN","453.5","0","0","16.7","264.1","12.64","10.55","9.59","8.49","1.861"
"2017-04-25 17:44:00","27668","0","24.23","24.1","0.3332278","93.6","31.19","NaN","452.3","0","0","14.45","256.3","10.37","8.99","8.15","7.512","1.58"
"2017-04-25 17:45:00","27669","0","24.28","24.16","0.3354446","103","34.57","NaN","451","2","1","15.95","260.8","12.31","10.3","9.37","8.36","1.756"
"2017-04-25 17:46:00","27670","0","24.27","24.13","0.3363008","112.6","37.87","NaN","451.1","0","0","14.45","255.7","10.64","8.74","7.962","6.937","1.615"
"2017-04-25 17:47:00","27671","0","24","23.81","0.3441207","140.6","48.42","NaN","449.9","0","0","15.95","248.9","11.41","9.39","8.39","7.712","2.052"
"2017-04-25 17:48:00","27672","0","23.9","23.74","0.3432087","179.9","61.83","NaN","452.2","0","0","12.2","253.5","9.09","7.537","6.812","6.237","1.592"
"2017-04-25 17:49:00","27673","0","23.97","23.82","0.3323833","156.7","52.09","NaN","452.4","0","0","12.95","258.1","9.19","7.587","6.762","6.025","1.715"
"2017-04-25 17:50:00","27674","0","24","23.84","0.331333","167","55.33","NaN","452.5","0","0","14.45","252.4","9.94","8.57","7.9","7.175","2.1"
"2017-04-25 17:51:00","27675","0","23.94","23.79","0.3267919","166.7","54.47","NaN","452.6","0","0","14.45","253","9.1","7.587","6.975","6.562","1.821"
"2017-04-25 17:52:00","27676","0","24.03","23.89","0.3277669","161.2","52.82","NaN","453.1","0","0","10.7","253","8.57","7.137","6.512","6.025","1.325"
"2017-04-25 17:53:00","27677","0","24.05","23.9","0.3315355","149.2","49.46","NaN","451.7","1","1","13.7","256.7","10.91","9.3","8.36","7.487","1.446"
"2017-04-25 17:54:00","27678","0","23.9","23.74","0.3338261","135.6","45.28","NaN","450.1","0","0","16.7","256.7","11.07","9.11","8.35","7.6","2.178"
"2017-04-25 17:55:00","27679","0","23.93","23.8","0.3376181","128.3","43.31","NaN","449.3","1","1","16.7","261.8","11.7","9.95","9.05","8.1","1.811"
"2017-04-25 17:56:00","27680","0","23.88","23.74","0.3385433","129.4","43.82","NaN","448.1","1","1","16.7","262.3","12.24","10.09","9.12","8.4","1.953"
"2017-04-25 17:57:00","27681","0","23.74","23.61","0.3370278","132.8","44.77","NaN","447.7","0","0","15.2","265.3","12.79","10.98","9.94","8.8","1.475"
"2017-04-25 17:58:00","27682","0","23.74","23.62","0.3368807","138","46.51","NaN","448.5","0","0","14.45","248.9","10.56","8.96","8.09","7.312","1.696"
"2017-04-25 17:59:00","27683","0","23.7","23.56","0.337021","144.3","48.64","NaN","448.2","0","0","13.7","258.1","11.17","9.26","8.22","7.4","1.639"
"2017-04-25 18:00:00","27684","0","23.71","23.58","0.3375751","151.4","51.13","NaN","449.1","0","0","12.95","256.7","9.74","8.25","7.45","6.612","1.518"
"2017-04-25 18:01:00","27685","0","23.69","23.56","0.3473906","171.2","59.52","NaN","449","0","0","17.45","247.8","12.94","10.94","9.84","8.96","1.669"
"2017-04-25 18:02:00","27686","0","23.73","23.6","0.3490627","176.6","61.66","NaN","449.4","0","0","13.7","256.2","10.87","9.11","8.14","7.437","1.475"
"2017-04-25 18:03:00","27687","0","23.76","23.61","0.344429","158.1","54.46","NaN","449","0","0","14.45","255.2","11.46","9.46","8.46","7.712","1.442"
"2017-04-25 18:04:00","27688","0","23.67","23.52","0.3447989","159.1","54.85","NaN","448.8","0","0","13.7","250.2","10.4","8.81","8","7.387","1.4"
"2017-04-25 18:05:00","27689","0","23.69","23.55","0.3520859","179.2","63.12","NaN","449.7","0","0","12.2","255.1","9.11","7.55","6.625","5.887","1.536"
"2017-04-25 18:06:00","27690","0","23.74","23.58","0.363153","213","77.41","NaN","450.6","0","0","12.2","251.6","9.9","8.16","7.362","6.7","1.278"
"2017-04-25 18:07:00","27691","0","23.81","23.65","0.3747777","253.6","95.1","NaN","451.7","0","0","13.7","244.1","11.12","9.54","8.49","7.8","1.668"
"2017-04-25 18:08:00","27692","0","24.01","23.86","0.380742","279.5","106.4","NaN","454.5","0","0","9.95","247.8","7.712","6.525","5.975","5.4","1.01"
"2017-04-25 18:09:00","27693","0","24.21","24.03","0.3806007","269.8","102.7","NaN","454.8","0","0","12.95","251","9.99","8.44","7.637","6.937","1.484"
"2017-04-25 18:10:00","27694","0","24.18","23.98","0.3724627","246.5","92","NaN","454.8","0","0","10.7","255.8","8.67","7.125","6.262","5.6","0.972"
"2017-04-25 18:11:00","27695","0","24.06","23.84","0.3405015","155.3","52.91","NaN","451.5","0","0","15.2","256.1","11.77","9.74","8.65","7.712","1.655"
"2017-04-25 18:12:00","27696","0","23.83","23.64","0.3380815","140.5","47.51","NaN","449.4","0","0","13.7","252.3","10.6","8.8","7.9","7.35","1.393"
"2017-04-25 18:13:00","27697","0","23.67","23.49","0.3492848","139.4","48.7","NaN","448","0","0","13.7","251.2","10.46","8.62","7.625","6.912","1.75"
"2017-04-25 18:14:00","27698","0","23.63","23.49","0.3534263","127.7","45.16","NaN","446.8","0","0","12.2","242.5","9.34","8.34","7.587","6.975","1.312"
"2017-04-25 18:15:00","27699","0","23.66","23.54","0.3576431","110.1","39.35","NaN","445.4","0","0","13.7","248.4","10.27","8.94","8.2","7.537","1.467"
"2017-04-25 18:16:00","27700","0","23.68","23.58","0.3698773","108.8","40.24","NaN","444.7","0","0","12.2","252.2","9.49","8.09","7.337","6.625","1.406"
"2017-04-25 18:17:00","27701","0","23.73","23.62","0.3774396","107.7","40.66","NaN","444.1","0","0","10.7","248.6","7.825","6.587","5.775","5.175","1.082"
"2017-04-25 18:18:00","27702","0","23.68","23.58","0.3793844","110","41.72","NaN","443.5","0","0","11.45","254.3","8.52","7.275","6.6","5.937","1.483"
"2017-04-25 18:19:00","27703","0","23.67","23.57","0.3850214","134","51.59","NaN","443.8","0","0","13.7","259.4","8.95","7.775","7.012","6.275","1.541"
"2017-04-25 18:20:00","27704","0","23.6","23.49","0.4061114","223.5","91","NaN","445.1","0","0","15.2","251.4","11.5","9.79","8.77","7.925","2.139"
"2017-04-25 18:21:00","27705","0","23.64","23.51","0.4053812","271.7","110.2","NaN","447.5","0","0","16.7","251.6","12.05","10.4","9.26","8.33","1.913"
"2017-04-25 18:22:00","27706","0","23.67","23.53","0.3774018","202","76.31","NaN","447.3","0","0","15.95","255.3","11.86","10.04","9","8.19","2.352"
"2017-04-25 18:23:00","27707","0","23.64","23.49","0.3675179","175.1","64.34","NaN","446.5","0","0","13.7","261.2","10.37","8.35","7.612","6.862","1.751"
"2017-04-25 18:24:00","27708","0","23.58","23.43","0.3749847","179.4","67.33","NaN","445.7","0","0","15.2","266.3","10.94","9.29","8.34","7.287","1.644"
"2017-04-25 18:25:00","27709","0","23.52","23.37","0.3757555","175.6","66.01","NaN","445.8","0","0","12.2","264.7","9.66","7.887","6.962","6.175","1.612"
"2017-04-25 18:26:00","27710","0","23.58","23.45","0.3853849","176.8","68.16","NaN","445.8","0","0","11.45","263.9","8.42","7.3","6.65","5.925","1.4"
"2017-04-25 18:27:00","27711","0","23.69","23.56","0.4052354","199.9","81.1","NaN","446.5","0","0","14.45","265.3","8.47","6.975","6.287","5.775","1.688"
"2017-04-25 18:28:00","27712","0","23.58","23.41","0.415021","208.9","86.7","NaN","445.8","0","0","15.2","264.1","11.09","9.17","8.55","7.712","1.705"
"2017-04-25 18:29:00","27713","0","23.58","23.42","0.4214872","207.6","87.5","NaN","445.6","0","0","14.45","262","11.19","9.12","8.11","7.2","1.253"
"2017-04-25 18:30:00","27714","0","23.48","23.3","0.3884472","135.7","53.07","NaN","443.6","0","0","15.2","255","12.45","10.26","9.09","8.24","1.489"
"2017-04-25 18:31:00","27715","0","23.34","23.2","0.3638272","94.9","34.6","NaN","441.4","0","0","14.45","266","10.4","8.89","7.912","7.087","1.527"
"2017-04-25 18:32:00","27716","0","23.24","23.13","0.3556684","80.7","28.72","NaN","439.6","0","0","14.45","263.3","10.09","8.3","7.55","6.75","1.542"
