"TOA5","54124","CR1000","54124","CR1000.Std.25","CPU:JER_Site4_program_20170406.cr1","14814","Table1","","","","","","","","","","",""
"2017-05-25 10:15:00","70419","0","28.65","28.14","0.3207174","539.4","173","NaN","524.3","0","0","9.95","238.7","7.337","6.375","5.712","5.262","0.991"
"2017-05-25 10:16:00","70420","0","28.47","28.02","0.3200043","423","135.3","NaN","518","0","0","8.45","237.2","6.6","5.912","5.312","4.912","0.95"
"2017-05-25 10:17:00","70421","0","28.31","27.82","0.3197815","433.7","138.7","NaN","515","0","0","7.7","240.8","6.212","5.225","4.725","4.375","0.766"
"2017-05-25 10:18:00","70422","0","28.15","27.68","0.321161","413.2","132.7","NaN","513","0","0","7.7","242.5","6.162","5.387","4.9","4.675","0.728"
"2017-05-25 10:19:00","70423","0","28.23","27.9","0.3216682","517.5","166.5","NaN","515.4","0","0","7.7","243","5.862","5.2","4.762","4.362","0.84"
"2017-05-25 10:20:00","70424","0","28.27","27.92","0.3224207","607.5","195.9","NaN","518.9","0","0","8.45","237.4","6.937","6.175","5.537","5.062","0.866"
"2017-05-25 10:21:00","70425","0","28.22","27.86","0.3217659","576.9","185.6","NaN","520.4","0","0","8.45","254.5","5.7","5.05","4.55","4.175","1.243"
"2017-05-25 10:22:00","70426","0","28.35","27.98","0.3231999","697.6","225.5","NaN","526.3","0","0","6.2","264","4.675","4.112","3.862","3.475","1.07"
"2017-05-25 10:23:00","70427","0","28.48","28.05","0.3226498","709.2","228.9","NaN","531.8","0","0","6.2","270.8","4.425","3.75","3.5","3.113","0.785"
"2017-05-25 10:24:00","70428","0","28.78","28.27","0.3228649","591.3","191","NaN","527.4","0","0","7.7","265.6","6.025","5.012","4.4","4.012","0.858"
"2017-05-25 10:25:00","70429","0","28.59","28.13","0.3233728","549.5","177.7","NaN","523.1","0","0","10.7","272.2","7.187","6.35","5.662","4.975","1.682"
"2017-05-25 10:26:00","70430","0","28.83","28.38","0.3237881","614.4","198.9","NaN","527","0","0","6.2","248.8","4.4","3.812","3.388","3.1","0.792"
"2017-05-25 10:27:00","70431","0","28.69","28.28","0.3234263","548","177.2","NaN","527.9","0","0","5.45","244.6","3.463","2.975","2.713","2.55","0.702"
"2017-05-25 10:28:00","70432","0","28.63","28.21","0.3242361","540.7","175.3","NaN","524.7","0","0","7.7","258.5","6.062","5.087","4.537","4.138","0.705"
"2017-05-25 10:29:00","70433","0","28.68","28.22","0.3250758","509.4","165.6","NaN","520.6","0","0","9.2","255.8","6.687","5.475","5.075","4.6","1.015"
"2017-05-25 10:30:00","70434","0","28.56","28.07","0.3242772","537.1","174.1","NaN","520.4","0","0","7.7","265.2","6.15","5.112","4.6","4.2","0.768"
"2017-05-25 10:31:00","70435","0","28.55","28.12","0.3239155","555.1","179.8","NaN","521.6","0","0","8.45","259.8","6.175","5.187","4.725","4.225","0.696"
"2017-05-25 10:32:00","70436","0","28.39","27.95","0.3239931","514.3","166.6","NaN","520.3","0","0","8.45","269.7","5.837","5.087","4.712","4.1","0.871"
"2017-05-25 10:33:00","70437","0","28.39","27.98","0.325259","489.5","159.2","NaN","519.5","0","0","8.45","252.9","5.775","4.7","4.275","3.775","1.217"
"2017-05-25 10:34:00","70438","0","28.5","28.03","0.3249459","466.9","151.7","NaN","516.9","0","0","8.45","261.6","6.5","5.362","4.837","4.425","1.105"
"2017-05-25 10:35:00","70439","0","28.55","28.05","0.3243507","486.2","157.7","NaN","517","0","0","7.7","257.6","5.9","4.9","4.3","3.925","1.224"
"2017-05-25 10:36:00","70440","0","28.63","28.25","0.3253706","484.4","157.6","NaN","517.7","0","0","7.7","257","5.712","4.9","4.425","3.862","1.033"
"2017-05-25 10:37:00","70441","0","28.73","28.37","0.324613","510.6","165.8","NaN","518.8","0","0","6.95","254.4","4.975","4.35","3.962","3.638","0.871"
"2017-05-25 10:38:00","70442","0","28.87","28.44","0.3258967","500.1","163","NaN","518.5","0","0","9.95","256.8","6.075","5.275","4.775","4.4","1.471"
"2017-05-25 10:39:00","70443","0","28.46","28.03","0.3260773","476.7","155.4","NaN","516.2","0","0","8.45","263.3","6.15","5.337","4.875","4.375","1.395"
"2017-05-25 10:40:00","70444","0","28.42","28.02","0.3269741","449.1","146.8","NaN","514.7","0","0","9.2","268.3","6.887","5.887","5.312","4.612","0.901"
"2017-05-25 10:41:00","70445","0","28.37","27.99","0.3295429","408.7","134.7","NaN","511.8","0","0","8.45","271.3","6.45","5.337","4.787","4.187","1.077"
"2017-05-25 10:42:00","70446","0","28.35","27.95","0.3298643","403.5","133.1","NaN","509.2","0","0","9.2","258.1","6.625","5.762","5.212","4.687","1.405"
"2017-05-25 10:43:00","70447","0","28.44","28.03","0.3274873","450","147.4","NaN","512.3","0","0","6.2","250.3","4.312","3.7","3.388","3.238","0.746"
"2017-05-25 10:44:00","70448","0","28.64","28.24","0.3270362","466.6","152.6","NaN","513.1","0","0","7.7","243.1","5.987","5.062","4.487","4.15","0.804"
"2017-05-25 10:45:00","70449","0","28.67","28.26","0.3299983","423.7","139.8","NaN","511","0","0","7.7","236.3","6.1","5.175","4.587","4.212","0.938"
"2017-05-25 10:46:00","70450","0","28.49","28.07","0.330404","402.6","133","NaN","509.2","0","0","8.45","240.6","5.862","5.162","4.65","4.312","0.909"
"2017-05-25 10:47:00","70451","0","28.32","27.9","0.3308866","393.4","130.2","NaN","506.8","0","0","9.2","226.1","6.987","6.187","5.575","5.037","1.19"
"2017-05-25 10:48:00","70452","0","28.23","27.92","0.3299357","398.6","131.5","NaN","505.3","0","0","9.95","238","6.8","6.087","5.425","5.037","0.986"
"2017-05-25 10:49:00","70453","0","28.12","27.75","0.3289569","401.7","132.2","NaN","505.9","0","0","6.95","245.1","5.312","4.525","4.012","3.725","0.848"
"2017-05-25 10:50:00","70454","0","28.22","27.87","0.3291067","396.5","130.5","NaN","506.1","0","0","6.95","238.5","5.437","4.7","4.212","3.937","0.712"
"2017-05-25 10:51:00","70455","0","28.26","27.94","0.3296683","388.8","128.2","NaN","505.6","0","0","6.95","238.4","5.375","4.837","4.3","4.062","0.718"
"2017-05-25 10:52:00","70456","0","28.35","28.06","0.3301086","391.8","129.3","NaN","504.7","0","0","8.45","239.7","6.187","5.575","5.062","4.725","1.071"
"2017-05-25 10:53:00","70457","0","28.3","28","0.3284797","411.4","135.1","NaN","504.7","0","0","9.2","248.8","6.975","6.037","5.4","5.112","1.088"
"2017-05-25 10:54:00","70458","0","28.32","28.01","0.3286575","398.4","130.9","NaN","504.9","0","0","9.95","247.7","6.65","5.575","5.037","4.762","0.823"
"2017-05-25 10:55:00","70459","0","28.35","27.98","0.331663","376.5","124.9","NaN","502.2","0","0","10.7","248.2","7.625","6.425","5.762","5.45","1.072"
"2017-05-25 10:56:00","70460","0","28.22","27.93","0.3312106","367.1","121.6","NaN","502","0","0","9.2","250","6.575","5.775","5.287","4.775","1.212"
"2017-05-25 10:57:00","70461","0","28.29","28.02","0.3325645","356.6","118.6","NaN","500.6","0","0","8.45","236","6.85","5.987","5.375","5.05","0.764"
"2017-05-25 10:58:00","70462","0","28.18","27.87","0.3320101","354.7","117.8","NaN","500","0","0","8.45","235.3","5.987","5.225","4.612","4.287","1.046"
"2017-05-25 10:59:00","70463","0","28.25","27.97","0.3323415","348.2","115.7","NaN","500.3","0","0","7.7","244.1","5.662","4.95","4.537","4.212","0.746"
"2017-05-25 11:00:00","70464","0","28.27","27.96","0.3333833","346","115.4","NaN","499.8","0","0","6.95","251.3","5.7","4.95","4.425","4.038","0.783"
"2017-05-25 11:01:00","70465","0","28.28","27.94","0.3331189","347.4","115.7","NaN","499.2","0","0","7.7","225.6","5.825","5.037","4.462","4.15","0.953"
"2017-05-25 11:02:00","70466","0","28.27","27.95","0.3333887","352.2","117.4","NaN","498","0","0","8.45","219.9","6.475","5.825","5.15","4.612","0.963"
"2017-05-25 11:03:00","70467","0","28.03","27.68","0.3310227","393.5","130.2","NaN","498","0","0","9.95","233.6","7.087","6.012","5.275","4.825","1.237"
"2017-05-25 11:04:00","70468","0","27.88","27.55","0.325594","471.2","153.4","NaN","502.6","0","0","5.45","240.2","4.787","4.163","3.813","3.525","0.582"
"2017-05-25 11:05:00","70469","0","27.86","27.58","0.3254991","468.4","152.5","NaN","505.6","0","0","5.45","238.1","4.175","3.85","3.363","3.1","0.677"
"2017-05-25 11:06:00","70470","0","28.15","27.91","0.3268968","458.4","149.8","NaN","507.4","0","0","6.2","227.6","4.387","3.975","3.5","3.188","0.737"
"2017-05-25 11:07:00","70471","0","28.56","28.28","0.3261264","542","176.7","NaN","509","0","0","9.2","240.1","6.462","5.537","5.037","4.725","1.105"
"2017-05-25 11:08:00","70472","0","28.39","28.02","0.3221762","691.1","222.6","NaN","514.8","0","0","9.2","239.4","6.7","5.637","4.975","4.675","1.066"
"2017-05-25 11:09:00","70473","0","28.52","28.11","0.3203132","778.8","249.5","NaN","521.2","0","0","9.95","228.5","7.225","6.425","5.825","5.437","0.847"
"2017-05-25 11:10:00","70474","0","28.82","28.36","0.3195271","955","305.2","NaN","533","0","0","8.45","217.5","6.662","5.737","5","4.587","1.07"
"2017-05-25 11:11:00","70475","0","28.92","28.29","0.3181718","761.8","242.4","NaN","534","0","0","8.45","219.1","6.175","5.487","4.7","4.362","0.902"
"2017-05-25 11:12:00","70476","0","28.98","28.38","0.3200298","705.2","225.7","NaN","528.6","0","0","9.95","217.8","6.912","6.212","5.525","5.25","1.4"
"2017-05-25 11:13:00","70477","0","28.91","28.48","0.3183325","859","273.4","NaN","536","0","0","9.2","222.7","7.112","6.375","5.6","5.162","0.912"
"2017-05-25 11:14:00","70478","0","29.14","28.64","0.3184269","841","267.6","NaN","538.1","0","0","9.2","222.1","7.15","6.475","5.687","5.112","0.762"
"2017-05-25 11:15:00","70479","0","29.2","28.69","0.3178619","810","257.4","NaN","540","0","0","8.45","217.4","6.775","6.1","5.45","4.987","0.913"
"2017-05-25 11:16:00","70480","0","29.36","28.83","0.3180037","714.3","227.1","NaN","539","0","0","7.7","214.5","6.325","5.487","4.825","4.412","0.881"
"2017-05-25 11:17:00","70481","0","29.36","28.86","0.3183739","695.4","221.4","NaN","536.6","0","0","10.7","242","6.112","5.5","4.912","4.537","1.429"
"2017-05-25 11:18:00","70482","0","29.31","28.8","0.3155724","817","257.9","NaN","542.8","0","0","8.45","246.6","5.637","4.7","4.2","3.85","0.844"
"2017-05-25 11:19:00","70483","0","29.64","29.15","0.3165449","985","311.6","NaN","552.9","0","0","9.2","228.1","6.212","5.562","4.887","4.587","1.102"
"2017-05-25 11:20:00","70484","0","29.4","28.8","0.316617","841","266.2","NaN","549.4","0","0","9.2","217.8","6.475","5.762","5.087","4.625","1.156"
"2017-05-25 11:21:00","70485","0","29.52","28.98","0.3154038","861","271.7","NaN","551.3","0","0","9.95","226.5","6.762","5.925","5.1","4.675","1.389"
"2017-05-25 11:22:00","70486","0","29.66","29.09","0.3162766","968","306.3","NaN","554.8","0","0","11.45","236","8.66","7.612","6.837","6.287","1.417"
"2017-05-25 11:23:00","70487","0","29.4","28.83","0.31499","657.6","207.1","NaN","546.3","0","0","10.7","237.9","7.525","6.8","6.125","5.537","1.144"
"2017-05-25 11:24:00","70488","0","29.75","29.26","0.3209994","483.3","155.1","NaN","536.4","0","0","8.45","242.8","6.837","5.875","5.462","5.237","0.814"
"2017-05-25 11:25:00","70489","0","29.35","28.78","0.3228405","449.5","145.1","NaN","529.4","0","0","8.45","247.3","6.837","5.65","5.237","4.95","0.683"
"2017-05-25 11:26:00","70490","0","29.05","28.56","0.3232951","430.1","139.1","NaN","526.6","0","0","10.7","223.7","6.412","5.525","4.862","4.575","1.964"
"2017-05-25 11:27:00","70491","0","28.99","28.47","0.3250144","430.9","140","NaN","520.9","0","0","12.2","216.3","8.86","7.762","6.7","6.05","1.123"
"2017-05-25 11:28:00","70492","0","28.98","28.5","0.3247217","447.1","145.2","NaN","518","0","0","11.45","218.8","8.89","8.01","7.175","6.625","1.148"
"2017-05-25 11:29:00","70493","0","28.98","28.59","0.3225507","476.4","153.7","NaN","518.8","0","0","10.7","240.9","8.2","7.3","6.6","6.112","1.372"
"2017-05-25 11:30:00","70494","0","28.76","28.4","0.3224653","486.5","156.9","NaN","520","0","0","9.2","241.5","7.025","6.375","5.8","5.287","1.173"
"2017-05-25 11:31:00","70495","0","29.01","28.69","0.3217935","512.7","165","NaN","521.9","0","0","9.2","241.1","6.6","5.762","5.075","4.7","1.148"
"2017-05-25 11:32:00","70496","0","29.1","28.75","0.3206607","525.3","168.4","NaN","523.9","0","0","10.7","231.5","6.75","5.912","5.312","4.912","1.45"
"2017-05-25 11:33:00","70497","0","29.08","28.65","0.3246812","468.5","152.1","NaN","519.3","0","0","11.45","232.8","8.49","7.25","6.462","6.05","0.91"
"2017-05-25 11:34:00","70498","0","28.97","28.57","0.3222579","491.6","158.4","NaN","518.2","0","0","10.7","217.8","8.45","7.612","6.787","6.175","1.13"
"2017-05-25 11:35:00","70499","0","29.22","28.92","0.3230995","470.5","152","NaN","520.6","0","0","9.95","230.7","6.812","6.212","5.662","5.387","0.893"
"2017-05-25 11:36:00","70500","0","29.51","29.18","0.3266576","462.1","150.9","NaN","519.7","0","0","10.7","241.5","7.587","6.725","6.075","5.662","1.308"
"2017-05-25 11:37:00","70501","0","29.21","28.88","0.3257296","460.7","150.1","NaN","519.3","0","0","9.2","239.6","6.875","5.887","5.35","4.937","0.922"
"2017-05-25 11:38:00","70502","0","29.1","28.78","0.3281482","425.4","139.6","NaN","517","0","0","9.2","224.3","6.887","6.475","5.65","5.025","1.162"
"2017-05-25 11:39:00","70503","0","29.27","29.01","0.3290188","404.1","133","NaN","518.8","0","0","6.95","238.4","5.162","4.525","4.05","3.75","0.676"
"2017-05-25 11:40:00","70504","0","29.42","29.1","0.3301946","412.6","136.2","NaN","515.9","0","0","10.7","214.5","8.54","7.475","6.562","6.025","1.279"
"2017-05-25 11:41:00","70505","0","29.33","29.02","0.3288121","419.3","137.9","NaN","513.2","0","0","12.95","238.3","9.99","8.9","7.962","7.3","1.621"
"2017-05-25 11:42:00","70506","0","29.21","28.88","0.3284658","411.6","135.2","NaN","511.4","0","0","12.2","254.3","9.36","8.02","7.262","6.6","1.302"
"2017-05-25 11:43:00","70507","0","29.04","28.71","0.3269104","413.1","135","NaN","511.1","0","0","12.95","240.3","9.22","8.14","7.287","6.75","1.808"
"2017-05-25 11:44:00","70508","0","29.07","28.79","0.3267375","418.8","136.8","NaN","511","0","0","14.45","230","9.24","8.46","7.487","6.75","1.783"
"2017-05-25 11:45:00","70509","0","28.82","28.49","0.3255966","424.5","138.2","NaN","509.4","0","0","12.95","240.2","10.1","8.74","7.837","7.25","1.202"
"2017-05-25 11:46:00","70510","0","28.77","28.49","0.3255916","409.6","133.4","NaN","510","0","0","10.7","242.2","7.275","6.262","5.8","5.487","1.496"
"2017-05-25 11:47:00","70511","0","28.98","28.7","0.3281893","388.6","127.5","NaN","511.1","0","0","9.95","234.2","7.237","6.187","5.625","5.225","1.182"
"2017-05-25 11:48:00","70512","0","28.95","28.69","0.3299972","374.9","123.7","NaN","507.8","1","1","13.7","230.4","9.81","8.85","8.1","7.487","1.478"
"2017-05-25 11:49:00","70513","0","28.97","28.67","0.3314205","354.7","117.6","NaN","506.5","0","0","10.7","233.6","8.16","7.137","6.487","5.912","1.151"
"2017-05-25 11:50:00","70514","0","28.98","28.68","0.3332205","338.4","112.7","NaN","506.2","0","0","14.45","230.5","8.91","7.55","6.7","6.225","2.048"
"2017-05-25 11:51:00","70515","0","28.93","28.63","0.3341288","329.7","110.2","NaN","503.9","0","0","12.2","236.8","9.39","8.11","7.287","6.8","1.251"
"2017-05-25 11:52:00","70516","0","28.84","28.58","0.334205","321.2","107.4","NaN","502.6","0","0","10.7","231.4","8.62","7.712","7.075","6.512","1.19"
"2017-05-25 11:53:00","70517","0","28.75","28.5","0.3349651","314.2","105.2","NaN","500.8","0","0","12.95","224.9","9.41","8.14","7.337","6.75","1.398"
"2017-05-25 11:54:00","70518","0","28.62","28.32","0.3347512","307.9","103.1","NaN","500.2","0","0","12.95","233.8","9.07","7.812","6.862","6.3","1.572"
"2017-05-25 11:55:00","70519","0","28.63","28.35","0.3349802","304.6","102","NaN","500.9","0","0","10.7","239.3","6.725","5.862","5.237","4.837","1.352"
"2017-05-25 11:56:00","70520","0","28.64","28.39","0.3343377","311.6","104.2","NaN","500.9","0","0","9.95","229.3","7.187","6.45","5.775","5.337","1.44"
"2017-05-25 11:57:00","70521","0","28.52","28.25","0.3319656","326.8","108.5","NaN","501.1","0","0","9.95","250.8","7.362","6.537","5.912","5.512","1.038"
"2017-05-25 11:58:00","70522","0","28.52","28.24","0.323701","440.2","142.1","NaN","503.6","0","0","10.7","252.5","8.67","7.2","6.737","6.25","1.466"
"2017-05-25 11:59:00","70523","0","28.54","28.24","0.3202681","463.2","148.2","NaN","507.1","0","0","11.45","252.8","8.81","7.487","6.787","6.25","1.233"
"2017-05-25 12:00:00","70524","0","28.66","28.36","0.3238964","400.2","129.5","NaN","506.4","0","0","11.45","249.1","8.34","6.975","6.275","5.862","0.948"
"2017-05-25 12:01:00","70525","0","28.64","28.31","0.3292454","342.3","112.7","NaN","504.5","0","0","9.95","241.8","7.037","6.075","5.462","5.062","1.391"
"2017-05-25 12:02:00","70526","0","28.77","28.45","0.3285736","354","116.3","NaN","505.1","0","0","9.2","245.2","6.437","5.55","4.987","4.55","0.86"
"2017-05-25 12:03:00","70527","0","28.98","28.69","0.3281187","356.9","117.1","NaN","506.9","0","0","8.45","240.8","5.5","4.562","4.187","3.912","0.944"
"2017-05-25 12:04:00","70528","0","29.13","28.84","0.3317289","332.9","110.4","NaN","506.3","0","0","9.2","244.5","5.787","4.862","4.462","4.163","1.21"
"2017-05-25 12:05:00","70529","0","28.95","28.63","0.3342558","315.3","105.4","NaN","504.2","0","0","7.7","243.9","6.1","5.3","4.737","4.312","1.004"
"2017-05-25 12:06:00","70530","0","28.98","28.7","0.3335941","313.1","104.4","NaN","503.8","0","0","7.7","228.6","6.112","5.312","4.775","4.425","0.756"
"2017-05-25 12:07:00","70531","0","28.97","28.62","0.3326867","313.1","104.2","NaN","503.1","0","0","9.2","247.7","7.05","5.762","5.15","4.737","1.164"
"2017-05-25 12:08:00","70532","0","28.87","28.55","0.331254","315.5","104.5","NaN","501.1","0","0","11.45","234.3","8.15","7.187","6.412","6.025","1.373"
"2017-05-25 12:09:00","70533","0","28.62","28.3","0.3279867","320.9","105.2","NaN","500.1","0","0","9.95","241.1","7.387","6.3","5.675","5.275","1.174"
"2017-05-25 12:10:00","70534","0","28.52","28.21","0.3259555","321.8","104.9","NaN","500.5","0","0","8.45","235.3","6.637","5.525","4.925","4.487","0.905"
"2017-05-25 12:11:00","70535","0","28.74","28.49","0.3258174","324.6","105.7","NaN","500.8","0","0","8.45","222.7","6.225","5.587","5.025","4.637","0.992"
"2017-05-25 12:12:00","70536","0","28.7","28.45","0.3283963","311.9","102.4","NaN","499.2","0","0","9.2","221.3","7.462","6.962","6.225","5.687","0.664"
"2017-05-25 12:13:00","70537","0","28.59","28.33","0.3254121","335.7","109.2","NaN","499","0","0","9.2","227.9","7.525","6.687","5.9","5.362","1.094"
"2017-05-25 12:14:00","70538","0","28.54","28.25","0.3227998","366.4","118.3","NaN","500.6","0","0","9.2","231.2","7.1","6.425","5.687","5.237","0.836"
"2017-05-25 12:15:00","70539","0","28.54","28.26","0.322649","385.3","124.3","NaN","502.6","0","0","7.7","233.6","6.087","5.325","4.762","4.5","1.044"
"2017-05-25 12:16:00","70540","0","28.72","28.44","0.3156736","512.7","161.6","NaN","509.2","0","0","6.95","222.1","5.512","4.962","4.362","4.062","0.842"
"2017-05-25 12:17:00","70541","0","28.71","28.41","0.3225179","408.5","131.8","NaN","507.8","0","0","7.7","228.2","5.637","5.037","4.425","4.05","1.064"
"2017-05-25 12:18:00","70542","0","28.85","28.55","0.3206768","438.2","140.5","NaN","510","0","0","6.2","229.6","4.5","4.038","3.625","3.413","0.811"
"2017-05-25 12:19:00","70543","0","28.92","28.66","0.3169273","525.9","166.7","NaN","514.3","0","0","6.95","236.1","4.887","4.412","3.975","3.662","0.95"
"2017-05-25 12:20:00","70544","0","29.15","28.87","0.3192981","498.8","159.1","NaN","514.8","0","0","8.45","248","6.312","5.5","5.012","4.55","1.269"
"2017-05-25 12:21:00","70545","0","29.15","28.79","0.3175928","548.8","174.2","NaN","516.5","0","0","8.45","256.7","5.812","4.637","4.163","3.837","0.952"
"2017-05-25 12:22:00","70546","0","29.37","28.97","0.3137747","681","213.7","NaN","524.4","0","0","8.45","252.1","5.625","4.787","4.35","4.125","0.856"
"2017-05-25 12:23:00","70547","0","29.3","28.89","0.3131555","734.2","229.9","NaN","529.4","0","0","8.45","239.8","6.112","5.4","4.85","4.462","0.843"
"2017-05-25 12:24:00","70548","0","29.31","28.94","0.3145801","655.2","205.7","NaN","529.5","0","0","9.95","221.2","7.4","6.55","5.95","5.425","0.903"
"2017-05-25 12:25:00","70549","0","29.38","29.03","0.3191378","546.8","174.3","NaN","522.6","0","0","9.95","222.6","7.837","7.112","6.35","5.75","1.155"
"2017-05-25 12:26:00","70550","0","29.42","29.06","0.3142115","700.1","219.4","NaN","529.5","0","0","9.2","228","7.525","6.612","6.012","5.662","0.826"
"2017-05-25 12:27:00","70551","0","29.54","29.18","0.3192467","504.3","160.9","NaN","523.1","0","0","9.95","240","7.362","6.475","5.837","5.537","1.292"
"2017-05-25 12:28:00","70552","0","29.25","28.85","0.3199913","553.7","176.8","NaN","521","0","0","9.95","237.1","8.1","6.887","6.225","5.812","0.858"
"2017-05-25 12:29:00","70553","0","29.37","28.99","0.309057","1126","347.9","NaN","542.2","0","0","11.45","225.6","9.01","8.08","7.137","6.575","1.236"
"2017-05-25 12:30:00","70554","0","29.56","29.1","0.309861","779.4","241.6","NaN","540.9","0","0","11.45","229.9","7.287","6.412","5.725","5.287","1.694"
"2017-05-25 12:31:00","70555","0","29.83","29.34","0.3155313","572.3","180.2","NaN","533.4","0","0","9.2","229.5","7.662","6.812","6.062","5.55","0.954"
"2017-05-25 12:32:00","70556","0","29.65","29.17","0.3112938","728.8","226.9","NaN","533","0","0","9.95","227.7","8.24","7.05","6.387","5.85","1.174"
"2017-05-25 12:33:00","70557","0","29.85","29.39","0.3099643","1048","324.8","NaN","547","0","0","11.45","222.2","8.69","7.812","7.075","6.612","1.261"
"2017-05-25 12:34:00","70558","0","29.96","29.35","0.3096808","1025","317.5","NaN","551.1","0","0","12.95","226.7","10.05","8.51","7.562","6.937","1.392"
"2017-05-25 12:35:00","70559","0","29.9","29.3","0.3094964","1054","326.3","NaN","558","0","0","11.45","228.8","8.09","7.4","6.637","6.125","1.036"
"2017-05-25 12:36:00","70560","0","29.9","29.32","0.3094454","1054","326","NaN","558.3","0","0","12.2","222","9.07","8.27","7.387","6.6","1.265"
"2017-05-25 12:37:00","70561","0","29.9","29.42","0.3084569","1058","326.4","NaN","563","0","0","11.45","235.2","8.8","7.675","7.05","6.525","1.313"
"2017-05-25 12:38:00","70562","0","30.13","29.56","0.3088434","1054","325.4","NaN","563.1","0","0","11.45","238.9","9.66","8.55","7.837","7.312","1.091"
"2017-05-25 12:39:00","70563","0","29.79","29.12","0.3084532","1059","326.6","NaN","564.7","0","0","11.45","245.2","9.47","8.09","7.3","6.725","1.198"
"2017-05-25 12:40:00","70564","0","29.79","29.08","0.307763","967","297.7","NaN","566.1","0","0","10.7","223.9","6.962","6.25","5.487","5.125","1.499"
"2017-05-25 12:41:00","70565","0","30.02","29.34","0.3071617","914","281","NaN","565","0","0","11.45","217.2","8.12","7.175","6.337","5.975","1.52"
"2017-05-25 12:42:00","70566","0","30.38","29.76","0.309031","691.6","213.5","NaN","554.6","0","0","12.95","219.7","9.56","8.6","7.65","7.112","1.59"
"2017-05-25 12:43:00","70567","0","30.01","29.36","0.3088054","677.5","209.1","NaN","546.2","0","0","12.95","227.6","9.09","8.02","7.1","6.5","1.419"
"2017-05-25 12:44:00","70568","0","29.76","29.11","0.3084743","843","260.1","NaN","549.6","0","0","11.45","228.1","8.04","7.112","6.275","5.737","1.404"
"2017-05-25 12:45:00","70569","0","29.86","29.26","0.307542","947","291.2","NaN","559.4","0","0","10.7","230.1","7.6","6.537","5.837","5.437","1.116"
