"TOA5","71821","CR1000","71821","CR1000.Std.27.04","CPU:JER_Site5_program_20171030.cr1","4862","Table1","","","","","","","","","","",""
"2018-05-02 15:05:00","265193","0","24.2","23.71","0.2579932","335.4","86.5","356.9","496","0","0","10.7","217.1","7.937","6.75","5.737","5.112","1.355"
"2018-05-02 15:06:00","265194","0","24.47","24.01","0.260406","419.9","109.8","357.6","498.6","0","0","10.7","223.5","6.537","5.625","5.1","4.55","1.611"
"2018-05-02 15:07:00","265195","0","24.97","24.47","0.2588463","845","219","364.6","517.6","0","0","12.2","218.4","7.637","6.425","5.812","5.2","1.514"
"2018-05-02 15:08:00","265196","0","25.09","24.47","0.2587034","831","215.6","359.8","524","0","0","15.95","216.5","11.67","9.91","8.84","7.862","2.264"
"2018-05-02 15:09:00","265197","0","25.14","24.54","0.258784","370.3","95.8","347.8","509","0","0","14.45","220.2","10.84","9.1","8.22","7.45","1.629"
"2018-05-02 15:10:00","265198","0","24.57","23.97","0.2566022","414","106.2","347.3","503.3","0","0","14.45","222.8","10.09","8.26","7.425","6.712","1.835"
"2018-05-02 15:11:00","265199","0","24.4","23.89","0.2571395","336.4","86.4","348.1","499.1","0","0","12.95","217.8","8.69","7.637","6.837","6.025","1.502"
"2018-05-02 15:12:00","265200","0","24.94","24.41","0.2621801","838","219.8","357.7","515.9","0","0","12.2","222","8.22","6.987","6.275","5.5","1.707"
"2018-05-02 15:13:00","265201","0","25.21","24.52","0.2610467","874","228.2","356.9","527.9","0","0","10.7","220.6","8.29","7.25","6.437","5.662","1.219"
"2018-05-02 15:14:00","265202","0","25.12","24.54","0.2616075","858","224.4","354.7","532.6","0","0","10.7","202.3","7.775","6.262","5.437","4.987","1.599"
"2018-05-02 15:15:00","265203","0","25.43","24.78","0.2619113","846","221.6","354.2","534.2","0","0","14.45","211.8","10.66","9.11","8.19","7.162","2.018"
"2018-05-02 15:16:00","265204","0","25.48","24.81","0.2617239","827","216.3","355","533.1","0","0","15.95","213.6","11.51","10.01","9","8.01","1.514"
"2018-05-02 15:17:00","265205","0","25.77","25.17","0.261415","790.5","206.8","357.9","533.4","0","0","18.95","224.2","11.07","9.42","8.47","7.5","2.037"
"2018-05-02 15:18:00","265206","0","25.69","25.07","0.2619844","806","211.2","356.1","529.2","0","0","18.95","230","14.25","12.6","11.15","9.85","1.895"
"2018-05-02 15:19:00","265207","0","25.22","24.57","0.260962","864","225.5","357.2","532.3","0","0","17.45","228.3","13.32","11.64","10.42","9.26","2.029"
"2018-05-02 15:20:00","265208","0","25.12","24.46","0.2560525","663.1","170.3","352.2","528.1","0","0","15.2","235.2","11.98","10.17","9.15","8.02","1.668"
"2018-05-02 15:21:00","265209","0","24.87","24.25","0.2550371","380","96.9","346.2","513.9","0","0","15.95","230.4","11.61","9.74","8.84","7.825","1.807"
"2018-05-02 15:22:00","265210","0","24.66","24.09","0.2576562","508.2","131.2","348.6","508.5","0","0","15.2","218.5","12.19","10.52","9.35","8.26","1.943"
"2018-05-02 15:23:00","265211","0","24.53","23.97","0.2521946","425.7","107.2","350.6","510.8","0","0","11.45","214.4","8.87","7.587","6.75","5.975","1.467"
"2018-05-02 15:24:00","265212","0","24.85","24.34","0.2593696","529.7","137.7","353.3","511.9","0","0","11.45","216.4","8.27","7.1","6.425","5.662","1.368"
"2018-05-02 15:25:00","265213","0","25.13","24.6","0.2580394","572.4","147.8","354.1","516.6","0","0","12.95","234.1","9.04","7.737","6.937","6.175","1.588"
"2018-05-02 15:26:00","265214","0","24.78","24.18","0.2596836","653.9","170.1","354.1","515.7","0","0","12.2","238.2","10.11","8.6","7.487","6.45","1.441"
"2018-05-02 15:27:00","265215","0","24.65","23.97","0.2558319","642.9","164.9","358.8","521.3","0","0","12.95","217.7","9.16","7.787","6.837","5.975","1.3"
"2018-05-02 15:28:00","265216","0","25.28","24.61","0.2603225","745.4","194.3","362.7","523.7","0","0","15.95","226.2","9.91","8.56","7.475","6.65","2.274"
"2018-05-02 15:29:00","265217","0","25.66","25.06","0.2608017","727.2","189.7","362.6","528.5","0","0","15.2","228.1","10.56","8.85","8.01","6.975","1.91"
"2018-05-02 15:30:00","265218","0","25.46","24.84","0.2593244","421.2","109","355.1","515.9","0","0","18.2","232.2","13.44","11.34","9.99","8.72","1.769"
"2018-05-02 15:31:00","265219","0","24.86","24.34","0.2607774","302.5","78.88","352.3","501.4","0","0","18.2","229.1","13.31","11.46","10.16","8.92","2.088"
"2018-05-02 15:32:00","265220","0","24.59","24.13","0.2575808","313.6","80.8","355.6","498.4","0","0","14.45","223.5","11.6","9.96","8.92","7.687","1.611"
"2018-05-02 15:33:00","265221","0","24.71","24.25","0.2587781","346","89.5","357.9","499.1","0","0","11.45","229.1","9.06","7.562","6.737","6.05","1.509"
"2018-05-02 15:34:00","265222","0","24.85","24.36","0.2619114","599.5","157.4","363.2","505.7","0","0","12.95","224.9","9.07","7.737","6.75","5.9","1.64"
"2018-05-02 15:35:00","265223","0","25.18","24.66","0.2605544","698.1","182.2","364.9","515.3","0","0","13.7","235","10.62","8.91","8.14","7.337","1.443"
"2018-05-02 15:36:00","265224","0","25.38","24.77","0.2605937","767.8","200.5","366.7","522.5","0","0","13.7","233.3","10.09","8.25","7.312","6.537","1.8"
"2018-05-02 15:37:00","265225","0","25.35","24.69","0.2610778","653.9","171","364.7","520.2","0","0","13.7","224.3","10.35","8.66","7.662","6.837","1.626"
"2018-05-02 15:38:00","265226","0","25.15","24.51","0.2633182","599","158.2","361.8","517.1","0","0","15.2","229.1","10.54","9.1","8.06","6.987","1.605"
"2018-05-02 15:39:00","265227","0","24.92","24.33","0.2617508","708.4","185.8","361.9","520.7","0","0","14.45","224.5","11.01","9.57","8.57","7.637","2.038"
"2018-05-02 15:40:00","265228","0","25.03","24.42","0.262077","735","192.7","361.2","524","0","0","14.45","222.8","10.36","8.74","7.75","6.9","1.384"
"2018-05-02 15:41:00","265229","0","25.11","24.51","0.2600685","533.4","138.9","356.7","521","0","0","12.95","216.5","9.26","8.08","7.337","6.425","1.546"
"2018-05-02 15:42:00","265230","0","25.26","24.69","0.2620333","458.6","120.3","355.7","514.3","0","0","11.45","220.3","8.86","7.475","6.637","5.875","1.337"
"2018-05-02 15:43:00","265231","0","25.56","25","0.2631452","650.7","171.3","360.9","519.5","0","0","14.45","230.8","10.37","8.86","7.712","6.862","1.865"
"2018-05-02 15:44:00","265232","0","25.28","24.69","0.2620412","481.3","126.3","357.5","512.8","0","0","15.2","227.2","11.39","9.51","8.35","7.4","1.656"
"2018-05-02 15:45:00","265233","0","25.1","24.48","0.2648939","817","216.4","367.6","523.7","0","0","14.45","225.7","10.09","8.37","7.375","6.612","1.935"
"2018-05-02 15:46:00","265234","0","25.17","24.55","0.2587758","514.1","133.1","361.5","516.7","0","0","17.45","224.7","13.4","11.25","10.12","9.06","1.816"
"2018-05-02 15:47:00","265235","0","25.15","24.57","0.2573233","422.4","108.7","361.1","509.7","0","0","15.95","224.3","11.89","10.01","8.94","7.887","1.61"
"2018-05-02 15:48:00","265236","0","25.03","24.51","0.2585742","359.2","92.9","358.4","502.4","0","0","15.95","229.1","11.32","9.69","8.59","7.687","2.311"
"2018-05-02 15:49:00","265237","0","24.83","24.34","0.2592314","301","78.02","358.3","498.1","0","0","15.2","226.1","10.85","9.12","7.9","7","1.698"
"2018-05-02 15:50:00","265238","0","24.74","24.3","0.2617028","333.4","87.2","360.1","494.4","0","0","17.45","226.6","12.81","11.06","9.89","8.89","1.751"
"2018-05-02 15:51:00","265239","0","24.72","24.32","0.2607826","417.7","109","364.3","496.5","0","0","15.95","218.9","11.4","9.7","8.82","8.04","1.846"
"2018-05-02 15:52:00","265240","0","24.88","24.44","0.2605071","397.8","103.6","365.2","496.6","0","0","15.95","204.4","11.82","9.66","8.3","7.262","2.348"
"2018-05-02 15:53:00","265241","0","24.8","24.35","0.2608473","383.7","100.1","365.2","495.3","0","0","15.95","211.3","11.98","10.09","8.72","7.7","1.669"
"2018-05-02 15:54:00","265242","0","24.68","24.28","0.2618099","346.4","90.7","363.1","491.5","0","0","17.45","221.4","13.01","11.11","9.92","8.95","1.793"
"2018-05-02 15:55:00","265243","0","24.7","24.28","0.2606564","321.8","83.9","364.3","491.2","0","0","15.2","201.9","10.44","8.69","7.412","6.537","2.029"
"2018-05-02 15:56:00","265244","0","24.63","24.23","0.261641","315","82.4","363.6","488.9","0","0","15.2","204.7","11.15","9.59","8.25","7.237","2.202"
"2018-05-02 15:57:00","265245","0","24.46","24.09","0.26128","307.5","80.3","363.2","487.1","0","0","14.45","210.5","11.23","9.52","8.45","7.425","1.527"
"2018-05-02 15:58:00","265246","0","24.3","23.9","0.2610777","297","77.54","361.9","485.8","0","0","13.7","212.5","9.99","8.5","7.537","6.775","1.965"
"2018-05-02 15:59:00","265247","0","24.32","23.94","0.2624765","286.2","75.13","361.7","486.4","0","0","13.7","210.7","9.27","7.85","6.737","5.9","1.876"
"2018-05-02 16:00:00","265248","0","24.57","24.18","0.2637375","284.7","75.09","360.1","486.6","0","0","11.45","212","8.95","7.6","6.7","5.987","1.6"
"2018-05-02 16:01:00","265249","0","24.51","24.11","0.2659921","273.1","72.65","356.2","482.9","0","0","16.7","224.6","12.16","10.11","8.95","7.9","2.368"
"2018-05-02 16:02:00","265250","0","24.27","23.88","0.2659273","265.5","70.61","354","480.5","0","0","15.2","219.3","10.5","9.02","8.12","7.3","1.49"
"2018-05-02 16:03:00","265251","0","24.27","23.92","0.2667593","290.2","77.4","352.5","479.6","0","0","16.7","222","12.6","10.86","9.6","8.37","1.621"
"2018-05-02 16:04:00","265252","0","24.3","23.96","0.2646006","307.6","81.4","351.6","480.3","0","0","16.7","210.7","10.19","8.47","7.425","6.75","2.067"
"2018-05-02 16:05:00","265253","0","24.46","24.07","0.2696258","563.4","152.5","355.3","488.8","0","0","12.95","201.9","9.36","8.04","7.087","6.162","1.924"
"2018-05-02 16:06:00","265254","0","24.91","24.45","0.2711531","769.1","208.6","357.5","504.6","0","0","15.95","193.7","10.29","8.54","7.2","6.225","1.903"
"2018-05-02 16:07:00","265255","0","25.18","24.63","0.2712226","724.3","196.5","352.9","507.6","0","0","12.95","201.9","9.99","8.45","7.225","6.212","1.727"
"2018-05-02 16:08:00","265256","0","25.05","24.55","0.270139","699.2","189.1","350.9","510.7","0","0","15.2","209.9","9.71","8.36","7.262","6.537","1.883"
"2018-05-02 16:09:00","265257","0","25.34","24.77","0.2702814","703.7","190.3","349.9","512","0","0","14.45","212.6","10.27","8.92","7.775","6.937","1.726"
"2018-05-02 16:10:00","265258","0","25.6","24.99","0.2706209","720.8","195.1","351.8","517.1","0","0","11.45","227.1","9.47","8.04","7.037","6.087","1.777"
"2018-05-02 16:11:00","265259","0","25.52","24.93","0.2687719","667.6","179.5","350.7","516.7","0","0","14.45","234.8","9.67","8.37","7.4","6.487","1.881"
"2018-05-02 16:12:00","265260","0","25.5","24.86","0.2651629","524.2","139.5","350.1","511.6","0","0","15.95","229.4","11.21","9.36","8.36","7.362","2.701"
"2018-05-02 16:13:00","265261","0","25.19","24.67","0.2619909","337.6","88.7","347.8","501.1","0","0","15.95","230.5","11.5","9.89","8.9","7.925","1.938"
"2018-05-02 16:14:00","265262","0","24.95","24.52","0.2620662","333.8","87.8","350","493.9","0","0","15.95","220.9","11.79","10.3","9.25","8.11","1.939"
"2018-05-02 16:15:00","265263","0","25","24.61","0.2615229","347.8","91","354","491.2","0","0","17.45","220.3","11.55","9.45","8.25","7.337","1.856"
"2018-05-02 16:16:00","265264","0","24.75","24.34","0.2606657","300.3","78.27","354.5","487.8","0","0","20.45","220.2","13.79","11.9","10.29","9.3","1.937"
"2018-05-02 16:17:00","265265","0","24.67","24.3","0.2611962","302.8","79.11","357","486.3","0","0","14.45","216.2","10.25","9.05","8.05","7.112","1.876"
"2018-05-02 16:18:00","265266","0","24.59","24.23","0.265463","522","139.2","362.4","491.4","0","0","16.7","203","12.85","11.17","9.82","8.74","2.246"
"2018-05-02 16:19:00","265267","0","24.45","24.04","0.2613969","325.5","85.1","359.2","487.4","0","0","14.45","205.5","10.52","8.64","7.525","6.737","1.799"
"2018-05-02 16:20:00","265268","0","24.53","24.1","0.2616234","290.8","76.07","357.6","485.1","0","0","15.2","208.3","11.51","9.34","8.1","7.212","1.393"
"2018-05-02 16:21:00","265269","0","24.59","24.21","0.2647145","255.5","67.63","354","482.3","0","0","15.2","225.6","9.89","8.3","7.262","6.45","2.116"
"2018-05-02 16:22:00","265270","0","24.53","24.15","0.2715482","428.2","117.2","353.4","484.3","0","0","13.7","217.8","10.07","8.4","7.462","6.737","1.442"
"2018-05-02 16:23:00","265271","0","24.7","24.25","0.2740885","703.5","192.8","354.2","497.3","0","0","15.95","226","12","10.02","8.75","7.625","1.703"
"2018-05-02 16:24:00","265272","0","25.08","24.6","0.2737549","660.6","180.8","350.3","504","0","0","11.45","224.7","8.26","7.275","6.625","5.925","1.432"
"2018-05-02 16:25:00","265273","0","25.68","25.2","0.2752916","635.7","175","346.7","506.7","0","0","14.45","225.2","11.09","9.44","8.4","7.5","1.772"
"2018-05-02 16:26:00","265274","0","25.89","25.35","0.2722917","592.3","161.9","343.5","506.5","0","0","17.45","225.9","11.69","9.77","8.89","7.887","2.046"
"2018-05-02 16:27:00","265275","0","25.49","25.02","0.2693612","348.8","95.4","339","493.6","0","0","18.2","225.7","13.15","11.26","9.89","8.81","2.015"
"2018-05-02 16:28:00","265276","0","25.19","24.73","0.2754196","641.2","176.6","346.2","498.4","0","0","21.2","220.7","15.44","13.14","11.73","10.52","2.257"
"2018-05-02 16:29:00","265277","0","25.22","24.78","0.2736587","640.9","175.4","346","499.8","0","0","18.2","218.6","14.5","12.46","10.98","9.79","2.233"
"2018-05-02 16:30:00","265278","0","25.02","24.55","0.2723554","647.7","176.4","347.2","501.9","0","0","17.45","211.5","12.4","10.59","9.24","8.14","2.245"
"2018-05-02 16:31:00","265279","0","25.16","24.62","0.2731376","638.7","174.5","346.2","503.1","0","0","20.45","214.6","13.71","12.01","10.59","9.3","2.706"
"2018-05-02 16:32:00","265280","0","25.17","24.63","0.2723903","611.8","166.7","345.2","504","0","0","15.95","221.5","11.76","9.97","8.9","8.01","1.537"
"2018-05-02 16:33:00","265281","0","25.27","24.77","0.2739677","607.3","166.4","342.7","504.2","0","0","15.2","221","11.76","9.85","8.74","7.737","1.702"
"2018-05-02 16:34:00","265282","0","25.15","24.63","0.267961","508.6","136.9","343","502.1","0","0","17.45","205.9","12.94","11.21","9.6","8.51","2.269"
"2018-05-02 16:35:00","265283","0","24.97","24.55","0.2568784","185.7","47.62","338.1","488.3","0","0","16.7","208.7","12.01","10.4","9.17","8.16","1.616"
"2018-05-02 16:36:00","265284","0","24.77","24.42","0.2589734","168.5","43.65","340.8","482.5","0","0","13.7","219.4","8.75","7.587","6.775","6.087","1.826"
"2018-05-02 16:37:00","265285","0","24.61","24.28","0.2637371","197.6","52.12","342.6","479.9","0","0","14.45","223.4","10.02","8.69","7.9","6.9","1.674"
"2018-05-02 16:38:00","265286","0","24.45","24.09","0.2740622","456.2","125.8","343.4","483","0","0","14.45","228.1","11.74","9.72","8.62","7.737","1.438"
"2018-05-02 16:39:00","265287","0","24.51","24.07","0.2751909","588.3","161.9","343","492.4","0","0","14.45","228.5","10.41","9.07","8.09","7.237","1.848"
"2018-05-02 16:40:00","265288","0","24.81","24.32","0.2757869","566.5","156.2","339.7","494.4","0","0","15.2","222.3","11.99","10.1","8.99","7.762","1.511"
"2018-05-02 16:41:00","265289","0","24.87","24.33","0.2753364","553.9","152.5","338.6","496.2","0","0","15.2","221.8","9.85","8.62","7.637","6.487","1.849"
"2018-05-02 16:42:00","265290","0","24.99","24.48","0.2759358","539.2","148.8","337.7","497","0","0","14.45","217.6","11.21","9.35","8.4","7.562","1.704"
"2018-05-02 16:43:00","265291","0","24.83","24.27","0.2756168","519.9","143.3","336.3","496.4","0","0","12.2","224","10.01","8.67","7.687","6.875","1.755"
"2018-05-02 16:44:00","265292","0","24.92","24.41","0.2763301","531.6","146.9","337.5","498.3","0","0","15.2","213.5","10.42","8.79","7.85","7.012","1.515"
"2018-05-02 16:45:00","265293","0","25.23","24.73","0.2774962","522.2","144.9","334.9","495.9","0","0","14.45","208.4","11.76","10.19","9.05","8.14","1.534"
"2018-05-02 16:46:00","265294","0","25.01","24.52","0.2774736","526.2","146","335.3","495.3","0","0","15.2","199.7","11.19","9.37","8.27","7.337","1.64"
"2018-05-02 16:47:00","265295","0","24.96","24.46","0.2759114","502.3","138.6","338.5","495.3","0","0","15.95","200.2","11.31","9.59","8.3","7.412","2.273"
"2018-05-02 16:48:00","265296","0","25.13","24.69","0.2744214","455.4","125","338.2","493.7","0","0","17.45","222.9","11.99","10.44","9.36","8.21","2.071"
"2018-05-02 16:49:00","265297","0","24.96","24.53","0.2758228","438.4","121","337.5","490.2","0","0","15.95","213.3","12.42","10.65","9.35","8.41","1.779"
"2018-05-02 16:50:00","265298","0","25","24.57","0.2751485","434.9","119.7","340.8","492.6","0","0","15.95","230.2","9.34","8.34","7.487","6.737","2.186"
"2018-05-02 16:51:00","265299","0","24.64","24.22","0.2695737","400.4","108.9","342.4","489.9","0","0","17.45","228.5","11.8","10.25","9.17","8.25","2.624"
"2018-05-02 16:52:00","265300","0","24.34","23.92","0.260509","242.1","63.42","345","481.1","0","0","17.45","225.6","12.4","10.46","9.34","8.05","2.702"
"2018-05-02 16:53:00","265301","0","24.14","23.73","0.2683922","335.8","91.1","351.5","480.9","0","0","16.7","229.1","12.39","10.37","9.11","8.25","1.948"
"2018-05-02 16:54:00","265302","0","24.15","23.69","0.275138","521.1","143.4","357.3","487.5","0","0","15.2","220.4","11.46","9.51","8.35","7.4","1.667"
"2018-05-02 16:55:00","265303","0","24.24","23.7","0.2733319","495.8","135.6","355","491.7","0","0","12.95","221.8","9.87","8.08","7.15","6.25","1.503"
"2018-05-02 16:56:00","265304","0","24.5","23.98","0.2761832","462.3","127.8","348.2","492.1","0","0","12.2","217.1","9.57","7.812","6.725","6.012","1.619"
"2018-05-02 16:57:00","265305","0","24.55","24.11","0.2797631","481.8","134.8","342.7","493","0","0","10.7","212","8.59","7.675","6.875","6.087","1.292"
"2018-05-02 16:58:00","265306","0","24.67","24.19","0.2786429","472","131.6","341.6","494.3","0","0","10.7","223.7","8.27","6.912","6.2","5.512","1.251"
"2018-05-02 16:59:00","265307","0","24.9","24.44","0.2743343","332.4","91.9","339","489.6","0","0","14.45","221.7","9.4","7.987","7.062","6.4","1.951"
"2018-05-02 17:00:00","265308","0","24.63","24.18","0.2667943","283.1","76.91","336.8","485.5","0","0","15.2","235.6","10.85","8.9","7.712","6.725","1.888"
"2018-05-02 17:01:00","265309","0","24.2","23.78","0.2589015","106","27.45","331","473.9","0","0","17.45","234.1","10.84","8.65","7.7","6.712","2.233"
"2018-05-02 17:02:00","265310","0","23.97","23.64","0.2594137","95.2","24.69","329.8","468","0","0","17.45","224.2","13.1","11.1","9.97","8.87","2.206"
"2018-05-02 17:03:00","265311","0","23.79","23.52","0.2636515","97.7","25.76","327.8","463.3","0","0","16.7","225.5","11.74","9.77","8.76","7.9","2.231"
"2018-05-02 17:04:00","265312","0","23.62","23.34","0.2753069","158.1","44.08","329.3","462.2","0","0","13.7","228.3","10.42","8.76","7.762","6.837","1.662"
"2018-05-02 17:05:00","265313","0","23.64","23.34","0.2822941","365.4","103.2","335.2","470","0","0","13.7","225.1","9.69","8.15","7.175","6.35","1.65"
"2018-05-02 17:06:00","265314","0","23.77","23.45","0.2688867","169.4","45.52","332.6","467.6","0","0","15.95","236.2","10.26","8.79","7.85","6.825","2.571"
"2018-05-02 17:07:00","265315","0","23.82","23.54","0.2685491","112.4","30.19","332.6","463","0","0","13.7","225.8","9.32","8","7.087","6.3","1.55"
"2018-05-02 17:08:00","265316","0","23.67","23.44","0.2751097","115.1","31.67","332.4","459.4","0","0","16.7","222.2","13.12","11.24","9.95","8.75","1.994"
"2018-05-02 17:09:00","265317","0","23.49","23.25","0.2709469","112.2","30.41","333.8","457.8","0","0","14.45","227.3","9.19","7.787","7.037","6.3","1.501"
"2018-05-02 17:10:00","265318","0","23.5","23.27","0.2781416","134.8","37.52","333.9","457.2","0","0","14.45","226.3","10.34","8.67","7.612","6.675","1.755"
"2018-05-02 17:11:00","265319","0","23.48","23.22","0.2879609","364.6","105","337.1","463","0","0","16.7","226","10.75","9.24","8.42","7.575","2.342"
"2018-05-02 17:12:00","265320","0","23.59","23.25","0.2877027","440.2","126.7","336.5","468.7","0","0","15.95","232.6","11.9","9.79","8.51","7.55","1.678"
"2018-05-02 17:13:00","265321","0","23.95","23.55","0.2776829","308.3","86.4","334","470.4","0","0","12.95","225.6","9.25","7.55","6.55","5.8","1.368"
"2018-05-02 17:14:00","265322","0","24.28","23.9","0.2879968","357","102.8","335.2","471.7","0","0","10.7","212.2","7.475","6.525","5.7","4.987","1.197"
"2018-05-02 17:15:00","265323","0","24.3","23.94","0.2905651","414.9","120.6","334.6","473.1","0","0","15.95","204.8","12.7","10.82","9.59","8.5","1.995"
"2018-05-02 17:16:00","265324","0","24.21","23.86","0.2896819","412.5","119.5","334","474.3","0","0","14.45","218.1","10.1","9.1","8.09","7.025","2.024"
"2018-05-02 17:17:00","265325","0","24.41","24.02","0.2891666","397.6","115","334.3","475.3","0","0","17.45","226.4","11.79","9.62","8.39","7.562","2.293"
"2018-05-02 17:18:00","265326","0","24.41","24.03","0.2886485","382.9","110.5","336.8","475.4","0","0","14.45","233.1","10.57","8.86","7.925","7.137","1.251"
"2018-05-02 17:19:00","265327","0","24.58","24.21","0.2885492","390.7","112.8","339.9","476.4","0","0","17.45","232.7","10.95","8.9","7.787","7.037","2.496"
"2018-05-02 17:20:00","265328","0","24.62","24.21","0.2883625","420.2","121.2","342.4","477.5","0","0","16.7","238.6","11.96","10.09","9.02","8.08","1.977"
"2018-05-02 17:21:00","265329","0","24.64","24.23","0.287911","423.1","121.8","345.3","478.1","0","0","15.95","236.4","12.21","10.22","8.99","7.85","1.912"
"2018-05-02 17:22:00","265330","0","24.48","24.06","0.2874713","426.8","122.7","348.7","478.4","0","0","16.7","230","12.12","10.26","9.1","7.825","2.1"
"2018-05-02 17:23:00","265331","0","24.54","24.11","0.2870063","417.7","119.9","350.4","479.8","0","0","17.45","229.6","11.86","9.85","8.86","7.812","2.019"
"2018-05-02 17:24:00","265332","0","24.4","24","0.2875027","410.3","118","349.3","478.5","0","0","15.95","237.3","11.73","9.97","8.8","7.725","2.099"
"2018-05-02 17:25:00","265333","0","24.62","24.2","0.2880677","412.7","118.9","348.9","480.2","0","0","19.7","235.3","11.56","9.62","8.66","7.775","2.935"
"2018-05-02 17:26:00","265334","0","24.56","24.16","0.2880583","404.8","116.6","346.8","478.5","0","0","16.7","233.9","12.45","10.44","9.1","7.837","2.125"
"2018-05-02 17:27:00","265335","0","24.5","24.11","0.2902547","389.5","113.1","341.7","476.7","0","0","18.2","238.3","14.3","12.1","10.86","9.59","2.293"
"2018-05-02 17:28:00","265336","0","24.37","23.97","0.291948","377","110.1","337","475","0","0","18.2","237","12.84","10.55","9.26","8.14","2.282"
"2018-05-02 17:29:00","265337","0","24.13","23.73","0.2933392","380.2","111.5","334.5","473.7","0","0","15.95","238","12.57","10.65","9.47","8.22","1.518"
"2018-05-02 17:30:00","265338","0","24","23.63","0.2913897","372.7","108.6","334.5","473","0","0","19.7","241.2","13.66","11.74","10.35","9.1","2.196"
"2018-05-02 17:31:00","265339","0","23.89","23.55","0.2650749","194.9","52.68","333.1","468.1","0","0","16.7","234.6","11.37","9.57","8.56","7.537","2.318"
"2018-05-02 17:32:00","265340","0","23.95","23.67","0.262932","130","34.18","334.4","463.2","0","0","14.45","237.1","11.01","9.31","8.33","7.212","1.836"
"2018-05-02 17:33:00","265341","0","23.72","23.47","0.2677352","129.6","34.71","335.1","458.8","1","1","19.7","236.5","13.94","11.66","10.57","9.24","3.003"
"2018-05-02 17:34:00","265342","0","23.47","23.24","0.2730813","157.1","43.16","337","456.7","0","0","17.45","239.4","12.73","11.09","10.05","8.92","2.033"
"2018-05-02 17:35:00","265343","0","23.53","23.27","0.2867532","292.3","84.2","340.9","460.2","0","0","17.45","232","12.36","10.3","9.22","8.05","2.545"
"2018-05-02 17:36:00","265344","0","23.68","23.4","0.2764264","238.7","66.33","342.6","461.3","0","0","17.45","227.6","13.89","11.23","9.82","8.64","2.051"
