"TOA5","54124","CR1000","54124","CR1000.Std.25","CPU:JER_Site4_program_20170406.cr1","14814","Table1","","","","","","","","","","",""
"2017-04-27 11:15:00","30159","0","23.66","23.15","0.3240973","815","264.3","NaN","501.3","0","0","14.45","249","10.27","8.77","8.01","7.425","1.593"
"2017-04-27 11:16:00","30160","0","23.94","23.48","0.3236674","779.1","252.2","NaN","501.2","0","0","14.45","248.4","11.01","9.06","8.04","7.45","1.685"
"2017-04-27 11:17:00","30161","0","24.12","23.57","0.3242592","787.7","255.4","NaN","501.8","0","0","15.95","242.8","11.7","10","9.12","8.55","1.847"
"2017-04-27 11:18:00","30162","0","23.78","23.3","0.3231329","727.2","235","NaN","499.4","0","0","14.45","242.4","10.1","8.85","8.12","7.675","1.54"
"2017-04-27 11:19:00","30163","0","24","23.54","0.3234145","597.4","193.2","NaN","494.3","0","0","15.2","253.8","10.62","8.79","7.95","7.262","1.729"
"2017-04-27 11:20:00","30164","0","23.87","23.42","0.3230407","594.7","192.1","NaN","493.4","0","0","11.45","252.2","8.52","7.337","6.875","6.412","1.491"
"2017-04-27 11:21:00","30165","0","23.92","23.51","0.3246615","705.1","229","NaN","496.6","0","0","10.7","242.6","8.6","7.375","6.7","6.225","0.932"
"2017-04-27 11:22:00","30166","0","23.82","23.38","0.3247845","786.6","255.5","NaN","500.1","0","0","13.7","245.8","10.16","8.64","7.562","6.887","1.719"
"2017-04-27 11:23:00","30167","0","24.28","23.8","0.3242029","731","237","NaN","503.2","0","0","13.7","253.4","8.74","7.462","6.8","6.175","1.629"
"2017-04-27 11:24:00","30168","0","24.01","23.49","0.3253051","845","274.9","NaN","502.7","0","0","15.95","252.1","11.94","9.65","8.69","8.02","1.812"
"2017-04-27 11:25:00","30169","0","24.21","23.65","0.3247281","870","282.5","NaN","505.3","1","1","15.95","250.1","11.41","9.44","8.46","7.8","2.047"
"2017-04-27 11:26:00","30170","0","24.13","23.55","0.3242609","847","274.6","NaN","505.4","0","0","15.2","243.2","11.48","9.81","8.85","8.16","1.89"
"2017-04-27 11:27:00","30171","0","24.01","23.51","0.3231037","743.2","240.2","NaN","503.3","0","0","14.45","244.5","10.77","9.07","8.04","7.4","1.672"
"2017-04-27 11:28:00","30172","0","23.96","23.47","0.322683","659.7","212.9","NaN","499.2","0","0","15.95","253.3","11","9.19","8.22","7.525","2.334"
"2017-04-27 11:29:00","30173","0","24.16","23.63","0.3239129","777.2","251.8","NaN","503.6","0","0","13.7","257.8","10.22","8.42","7.65","6.987","1.506"
"2017-04-27 11:30:00","30174","0","23.94","23.32","0.3246931","818","265.6","NaN","501.5","11","6","16.7","244.4","14.05","11.86","10.64","9.99","1.338"
"2017-04-27 11:31:00","30175","0","23.58","22.95","0.3231182","824","266.1","NaN","501.9","0","0","15.95","240.3","12.94","10.75","9.5","8.7","1.422"
"2017-04-27 11:32:00","30176","0","23.88","23.36","0.3236836","858","277.8","NaN","506.6","2","2","17.45","249.8","11.81","10.36","9.47","8.69","2.585"
"2017-04-27 11:33:00","30177","0","24.09","23.55","0.3233599","812","262.6","NaN","505.6","0","0","15.95","252.9","11.34","9.55","8.71","7.925","1.657"
"2017-04-27 11:34:00","30178","0","23.94","23.4","0.3231138","786.6","254.2","NaN","503.6","2","2","15.95","262.7","11.79","9.9","9.06","8.16","1.974"
"2017-04-27 11:35:00","30179","0","24.44","23.98","0.3233363","802","259.4","NaN","506.4","0","0","17.45","237.8","11.27","9.56","8.56","7.887","1.9"
"2017-04-27 11:36:00","30180","0","24.53","23.98","0.3242101","777.9","252.2","NaN","505","2","1","17.45","248.1","12.45","10.52","9.56","8.9","1.904"
"2017-04-27 11:37:00","30181","0","24.45","23.95","0.3223672","687.1","221.5","NaN","504.2","0","0","13.7","255.3","9.81","8.16","7.375","6.825","1.525"
"2017-04-27 11:38:00","30182","0","24.44","23.95","0.323185","667.3","215.7","NaN","500.8","0","0","14.45","250.1","10.2","8.44","7.487","6.95","1.953"
"2017-04-27 11:39:00","30183","0","24.53","23.99","0.3238021","805","260.8","NaN","505.2","0","0","13.7","254.5","10.64","8.95","8.02","7.45","1.282"
"2017-04-27 11:40:00","30184","0","24.7","24.15","0.322998","787.4","254.3","NaN","508.6","0","0","12.95","254.4","10.36","8.71","7.725","7.062","1.608"
"2017-04-27 11:41:00","30185","0","24.87","24.36","0.3232981","763.5","246.8","NaN","509.3","0","0","15.2","259.4","9.87","8.21","7.6","6.875","1.968"
"2017-04-27 11:42:00","30186","0","24.8","24.27","0.3231846","793.3","256.4","NaN","509.3","0","0","12.2","239.9","9.87","8.66","7.762","7.112","1.335"
"2017-04-27 11:43:00","30187","0","24.34","23.78","0.3226563","805","259.9","NaN","509.2","0","0","12.95","240.3","10.22","8.74","7.862","7.2","1.179"
"2017-04-27 11:44:00","30188","0","24.29","23.7","0.3214721","727.6","233.9","NaN","506.7","0","0","15.2","240.6","10.85","9.07","8.27","7.637","1.61"
"2017-04-27 11:45:00","30189","0","24.35","23.87","0.3207125","726.9","233.1","NaN","508.5","0","0","12.2","243.6","8.42","7.487","6.712","6.312","1.562"
"2017-04-27 11:46:00","30190","0","24.87","24.45","0.3216436","780.3","251","NaN","512.9","0","0","12.95","238","8.86","7.637","6.675","6.162","1.679"
"2017-04-27 11:47:00","30191","0","24.72","24.12","0.3233105","851","275","NaN","512.3","0","0","15.2","242.3","11.6","9.79","8.66","8.06","1.863"
"2017-04-27 11:48:00","30192","0","24.37","23.73","0.3218707","831","267.5","NaN","513.1","0","0","15.95","241.4","11.31","9.5","8.49","7.85","2.369"
"2017-04-27 11:49:00","30193","0","24.47","23.86","0.3210635","801","257.2","NaN","511.9","0","0","15.95","251.3","11.71","9.61","8.35","7.65","2.042"
"2017-04-27 11:50:00","30194","0","24.31","23.64","0.3199129","668.9","214","NaN","505.1","0","0","16.7","255.8","12.87","10.6","9.22","8.25","1.534"
"2017-04-27 11:51:00","30195","0","24.29","23.69","0.3196954","707.8","226.3","NaN","506.8","0","0","13.7","250.3","10.17","8.54","7.537","6.887","1.105"
"2017-04-27 11:52:00","30196","0","24.24","23.65","0.3203644","784.4","251.3","NaN","508.5","0","0","12.2","259","9.6","8.3","7.712","7.137","1.578"
"2017-04-27 11:53:00","30197","0","24.56","24.04","0.3201697","785","251.3","NaN","512.2","0","0","14.45","249","10.65","8.89","8.1","7.437","2.14"
"2017-04-27 11:54:00","30198","0","24.61","24.11","0.3201756","765.4","245.1","NaN","510.5","0","0","14.45","233.9","10.12","8.94","8.11","7.437","1.608"
"2017-04-27 11:55:00","30199","0","24.65","24.13","0.3200666","684.4","219","NaN","508.2","0","0","14.45","248.6","10.86","9.39","8.52","7.775","1.401"
"2017-04-27 11:56:00","30200","0","24.61","24.04","0.3207586","713.2","228.8","NaN","507.5","0","0","13.7","238.8","10.89","9.2","8.29","7.525","1.306"
"2017-04-27 11:57:00","30201","0","24.59","24","0.3201475","663.6","212.5","NaN","507","0","0","15.95","246.1","10.7","9.06","8.16","7.575","1.611"
"2017-04-27 11:58:00","30202","0","24.59","24.04","0.3206844","615.4","197.3","NaN","502.8","0","0","14.45","246.3","10.64","9.21","8.21","7.587","1.713"
"2017-04-27 11:59:00","30203","0","24.53","24.03","0.3201177","556.9","178.3","NaN","499.3","0","0","13.7","244.5","10.27","8.8","7.887","7.3","1.509"
"2017-04-27 12:00:00","30204","0","24.57","24.05","0.3210333","734.8","235.9","NaN","502.4","0","0","13.7","250.3","9.96","8.54","7.675","7.1","1.632"
"2017-04-27 12:01:00","30205","0","24.6","24.13","0.3200575","797","255.1","NaN","509.4","0","0","13.7","249.3","10.6","9.02","8.02","7.275","1.235"
"2017-04-27 12:02:00","30206","0","24.67","24.15","0.3196227","763.8","244.2","NaN","510.2","0","0","12.95","248.2","9.14","7.912","7.175","6.625","1.666"
"2017-04-27 12:03:00","30207","0","24.57","23.98","0.3189025","808","257.6","NaN","512.2","0","0","15.2","255.6","9.72","8.37","7.612","7","2.374"
"2017-04-27 12:04:00","30208","0","24.74","24.16","0.3186433","827","263.4","NaN","514.8","0","0","12.2","246.1","8.89","7.537","6.825","6.337","1.202"
"2017-04-27 12:05:00","30209","0","24.78","24.2","0.3181556","850","270.5","NaN","515.8","0","0","13.7","258.3","10.06","8.79","7.9","7.137","1.634"
"2017-04-27 12:06:00","30210","0","25.11","24.6","0.3183947","880","280","NaN","521","1","1","15.95","236.9","9.36","7.962","7.112","6.612","2.406"
"2017-04-27 12:07:00","30211","0","24.98","24.39","0.3164842","569.4","180.3","NaN","511.3","0","0","12.95","241.7","10.34","8.96","7.937","7.425","1.288"
"2017-04-27 12:08:00","30212","0","24.58","24.12","0.3178963","447.4","142.3","NaN","498.2","0","0","15.95","240","12","10.27","9.22","8.64","1.839"
"2017-04-27 12:09:00","30213","0","24.28","23.88","0.3175457","626.8","199","NaN","498.9","0","0","15.2","246.8","11.23","9.51","8.62","8","1.818"
"2017-04-27 12:10:00","30214","0","24.43","23.94","0.3183116","801","255","NaN","505.9","0","0","14.45","248.9","11.39","9.55","8.64","8.01","1.352"
"2017-04-27 12:11:00","30215","0","24.36","23.91","0.3179666","848","269.7","NaN","512.2","0","0","11.45","243.2","9.24","8.25","7.6","7.1","1.177"
"2017-04-27 12:12:00","30216","0","24.6","24.07","0.3178667","839","266.6","NaN","515.7","0","0","12.2","248.8","9.96","8.3","7.387","6.687","1.208"
"2017-04-27 12:13:00","30217","0","25","24.44","0.317669","834","265.1","NaN","519","0","0","13.7","261.6","9.87","8.27","7.45","6.675","1.657"
"2017-04-27 12:14:00","30218","0","25.09","24.55","0.3179163","831","264.2","NaN","519","0","0","15.95","261.5","9.86","8.1","7.3","6.4","1.668"
"2017-04-27 12:15:00","30219","0","24.95","24.36","0.3168955","849","269","NaN","517.1","4","2","16.7","266.3","11.96","10.45","9.72","8.75","2.093"
"2017-04-27 12:16:00","30220","0","25.08","24.54","0.3163571","854","270.2","NaN","520.2","2","2","15.2","262.3","11.19","9.44","8.57","7.675","2.097"
"2017-04-27 12:17:00","30221","0","25.3","24.71","0.3169122","854","270.6","NaN","521.6","0","0","14.45","251.3","11.09","9.5","8.51","7.887","1.604"
"2017-04-27 12:18:00","30222","0","25.13","24.5","0.3161539","862","272.5","NaN","523","0","0","12.2","252.9","8.62","7.087","6.437","5.925","1.446"
"2017-04-27 12:19:00","30223","0","25.17","24.52","0.3156615","861","271.9","NaN","524.7","0","0","12.95","261.5","9.55","8.14","7.287","6.537","1.628"
"2017-04-27 12:20:00","30224","0","25.34","24.81","0.315112","862","271.5","NaN","526.5","0","0","13.7","260.3","8.89","7.775","7.237","6.475","1.636"
"2017-04-27 12:21:00","30225","0","26.16","25.65","0.3158329","873","275.8","NaN","530.4","0","0","11.45","247.2","8.08","6.975","6.537","6.262","1.112"
"2017-04-27 12:22:00","30226","0","25.73","24.99","0.316542","883","279.6","NaN","527.9","0","0","13.7","245.3","10.89","9.22","8.29","7.775","1.436"
"2017-04-27 12:23:00","30227","0","25.35","24.68","0.3146771","890","280.1","NaN","529.4","0","0","13.7","245.9","9.52","8.26","7.462","6.75","1.82"
"2017-04-27 12:24:00","30228","0","25.15","24.55","0.3146082","905","284.7","NaN","529.9","0","0","12.2","248.9","9.45","8.1","7.287","6.687","1.379"
"2017-04-27 12:25:00","30229","0","25.1","24.55","0.3141042","909","285.6","NaN","532.8","0","0","10.7","231.5","8.56","7.425","6.65","6.162","1.162"
"2017-04-27 12:26:00","30230","0","25.25","24.57","0.3134534","884","277.2","NaN","534.5","0","0","11.45","235.6","8.47","7.212","6.212","5.725","1.152"
"2017-04-27 12:27:00","30231","0","25.32","24.7","0.3137711","837","262.8","NaN","532.5","0","0","11.45","229.2","8.96","8.02","7.175","6.637","1.575"
"2017-04-27 12:28:00","30232","0","25.36","24.8","0.3150051","953","300.3","NaN","534.6","0","0","12.95","232.3","9.99","8.99","8.08","7.537","1.218"
"2017-04-27 12:29:00","30233","0","25.29","24.76","0.3126507","741.5","231.9","NaN","528.9","0","0","13.7","246.1","10.46","9.15","8.41","7.787","1.631"
"2017-04-27 12:30:00","30234","0","25.05","24.48","0.3124675","697.5","218","NaN","520.2","0","0","14.45","236","11.59","10.09","8.92","8.24","1.386"
"2017-04-27 12:31:00","30235","0","25.18","24.72","0.3104664","541.2","168","NaN","517.1","0","0","10.7","247.4","8.05","7.1","6.512","6.025","1.2"
"2017-04-27 12:32:00","30236","0","25.41","24.96","0.3135246","478.5","150","NaN","510","0","0","14.45","250.9","10.19","8.86","7.95","7.312","1.953"
"2017-04-27 12:33:00","30237","0","25.4","24.94","0.3141097","537.1","168.8","NaN","506.8","0","0","14.45","232.7","10.25","8.84","7.887","7.15","1.949"
"2017-04-27 12:34:00","30238","0","25.26","24.75","0.3144002","770.3","242.2","NaN","513.8","0","0","12.95","242.4","10.45","8.91","8.01","7.475","1.179"
"2017-04-27 12:35:00","30239","0","25.24","24.74","0.3138269","784.4","246.2","NaN","518","0","0","13.7","244.1","9.56","8.2","7.387","6.875","1.51"
"2017-04-27 12:36:00","30240","0","25.37","24.87","0.3127271","676.1","211.4","NaN","516.5","0","0","12.95","235","9.29","7.937","7.087","6.4","1.652"
"2017-04-27 12:37:00","30241","0","25.45","24.9","0.3140965","731.3","229.7","NaN","515.7","0","0","12.2","239.9","10.12","8.72","7.987","7.437","1.129"
"2017-04-27 12:38:00","30242","0","25.52","25.02","0.3133913","773.8","242.5","NaN","518.2","0","0","15.2","239.3","10.15","8.94","8.06","7.525","1.936"
"2017-04-27 12:39:00","30243","0","25.41","24.85","0.31386","856","268.7","NaN","520.2","0","0","14.45","240.5","10.81","9.31","8.55","7.85","1.887"
"2017-04-27 12:40:00","30244","0","25.24","24.67","0.3119522","760.6","237.4","NaN","517.5","0","0","14.45","242.6","11.05","9.65","8.81","8.2","1.868"
"2017-04-27 12:41:00","30245","0","25.35","24.85","0.3125035","875","273.5","NaN","525","0","0","14.45","251.8","10.24","8.59","7.787","7.287","1.6"
"2017-04-27 12:42:00","30246","0","25.3","24.74","0.3126871","780.7","244.1","NaN","520.6","0","0","14.45","243.2","12.1","10.49","9.54","8.9","1.519"
"2017-04-27 12:43:00","30247","0","25.53","25.03","0.3125886","820","256.3","NaN","524.1","0","0","12.2","247","9.29","7.962","7.137","6.687","1.448"
"2017-04-27 12:44:00","30248","0","25.66","25.12","0.3127322","726.5","227.2","NaN","520.2","0","0","12.95","243.5","10.5","8.92","8.16","7.637","1.299"
"2017-04-27 12:45:00","30249","0","25.43","24.87","0.3137102","863","270.7","NaN","520.9","0","0","14.45","244.6","11.11","9.45","8.57","8.01","1.387"
"2017-04-27 12:46:00","30250","0","25.37","24.8","0.3132016","946","296.4","NaN","527.8","0","0","14.45","245.6","10.92","9.5","8.57","7.737","1.781"
"2017-04-27 12:47:00","30251","0","25.14","24.41","0.3127443","922","288.2","NaN","528","0","0","13.7","247.1","10.48","8.96","8.1","7.45","1.713"
"2017-04-27 12:48:00","30252","0","24.9","24.24","0.3122552","928","289.9","NaN","529.8","0","0","13.7","247.8","10.3","8.81","8.01","7.425","1.331"
"2017-04-27 12:49:00","30253","0","25.19","24.64","0.3117026","906","282.4","NaN","531.8","0","0","14.45","245.2","9.2","7.837","7.112","6.587","1.691"
"2017-04-27 12:50:00","30254","0","25.75","25.14","0.3126644","919","287.3","NaN","531.5","0","0","14.45","254.5","10.99","9.12","8.33","7.775","1.653"
"2017-04-27 12:51:00","30255","0","25.71","25.01","0.3127264","936","292.8","NaN","532.2","1","1","17.45","247.3","10.62","8.92","8.12","7.612","2.003"
"2017-04-27 12:52:00","30256","0","25.63","25.02","0.3115676","925","288.3","NaN","534.6","0","0","12.95","247.3","9.14","7.8","7.025","6.65","1.546"
"2017-04-27 12:53:00","30257","0","25.65","24.99","0.312146","937","292.6","NaN","538","0","0","12.95","237.4","9.22","7.912","7.037","6.537","1.655"
"2017-04-27 12:54:00","30258","0","25.62","25.03","0.3116304","922","287.2","NaN","537.1","0","0","12.2","236.2","10.06","8.74","7.787","7.15","1.113"
"2017-04-27 12:55:00","30259","0","26.07","25.48","0.3118006","915","285.2","NaN","537.9","0","0","12.95","228.2","9.64","8.64","7.7","7.212","1.282"
"2017-04-27 12:56:00","30260","0","26.12","25.59","0.3119932","908","283.2","NaN","536.3","2","2","15.2","228.6","10.91","9.87","8.81","8.15","1.83"
"2017-04-27 12:57:00","30261","0","26.03","25.41","0.3119027","920","287.1","NaN","535.3","0","0","12.95","232.8","9.66","8.46","7.6","6.975","1.729"
"2017-04-27 12:58:00","30262","0","25.94","25.36","0.3104903","807","250.5","NaN","534.7","0","0","13.7","234.3","9.55","8.44","7.387","6.862","1.459"
"2017-04-27 12:59:00","30263","0","26.11","25.64","0.3113855","802","249.7","NaN","532.1","0","0","14.45","239.7","10.57","9.19","8.42","7.862","1.829"
"2017-04-27 13:00:00","30264","0","26.11","25.56","0.3126623","918","286.9","NaN","531","0","0","19.7","233.6","12.98","11.34","10.31","9.61","1.625"
"2017-04-27 13:01:00","30265","0","25.98","25.35","0.311773","924","288.1","NaN","531.7","0","0","16.7","243.9","13.41","11.49","10.34","9.56","1.593"
"2017-04-27 13:02:00","30266","0","25.89","25.2","0.3110818","931","289.7","NaN","533","0","0","15.95","245.1","11.76","10.04","9.06","8.3","1.989"
"2017-04-27 13:03:00","30267","0","25.96","25.31","0.3106544","945","293.6","NaN","538","0","0","12.95","246.3","10.02","8.45","7.75","7.125","1.897"
"2017-04-27 13:04:00","30268","0","26.43","25.87","0.3112267","960","298.8","NaN","540.8","0","0","15.95","233.3","11.02","9.45","8.37","7.612","1.794"
"2017-04-27 13:05:00","30269","0","26.4","25.7","0.3113251","915","285","NaN","538.3","0","0","15.2","236.3","11.62","10","9.01","8.41","1.631"
"2017-04-27 13:06:00","30270","0","26.1","25.51","0.310787","877","272.5","NaN","535.8","0","0","14.45","231.6","9.97","9.04","8.17","7.637","1.961"
"2017-04-27 13:07:00","30271","0","26.07","25.43","0.310011","786.9","244","NaN","534.9","0","0","14.45","229.1","10.29","8.92","8","7.45","1.847"
"2017-04-27 13:08:00","30272","0","25.96","25.36","0.3101591","720.6","223.5","NaN","527.9","0","0","12.95","245.8","10.77","9.12","8.2","7.637","1.624"
"2017-04-27 13:09:00","30273","0","26.07","25.44","0.3106548","803","249.4","NaN","529.3","0","0","14.45","253.9","10.67","9.09","8.24","7.537","1.862"
"2017-04-27 13:10:00","30274","0","26.14","25.5","0.3113007","784.7","244.3","NaN","529","0","0","15.95","254","11.92","10.17","9.31","8.52","1.864"
"2017-04-27 13:11:00","30275","0","26.26","25.65","0.3118697","740.7","231","NaN","527.6","0","0","13.7","256.7","10.05","8.45","7.737","7.087","1.487"
"2017-04-27 13:12:00","30276","0","25.86","25.19","0.3118508","635.4","198.1","NaN","522.6","0","0","12.95","249.2","10.01","8.16","7.2","6.462","1.307"
"2017-04-27 13:13:00","30277","0","25.96","25.37","0.3126051","640.7","200.3","NaN","520.8","0","0","14.45","240.9","10.84","9.36","8.47","7.862","1.342"
"2017-04-27 13:14:00","30278","0","25.82","25.28","0.3130794","589","184.4","NaN","515.4","0","0","15.2","246","11.51","9.64","8.84","8.08","1.639"
"2017-04-27 13:15:00","30279","0","25.93","25.33","0.3131214","609.7","190.9","NaN","515.2","0","0","14.45","245.2","11.76","9.86","8.95","8.33","1.356"
"2017-04-27 13:16:00","30280","0","25.54","25.01","0.3151028","521.8","164.4","NaN","507.7","1","1","15.95","231.8","13.05","11.27","10.15","9.36","1.425"
"2017-04-27 13:17:00","30281","0","25.29","24.72","0.3145733","483.5","152.1","NaN","503.9","0","0","13.7","232","10.64","9.3","8.33","7.65","1.366"
"2017-04-27 13:18:00","30282","0","25.13","24.65","0.3153278","451.9","142.5","NaN","502.5","0","0","12.2","242.9","9.86","8.4","7.35","6.8","1.665"
"2017-04-27 13:19:00","30283","0","25.35","24.94","0.3145623","539.3","169.6","NaN","501.9","1","1","18.2","239.2","13.09","11.3","10.09","9.29","2.295"
"2017-04-27 13:20:00","30284","0","25.38","24.89","0.3144769","552","173.6","NaN","502.4","0","0","15.2","252.4","12.35","10.51","9.39","8.51","1.421"
"2017-04-27 13:21:00","30285","0","25.36","24.87","0.3125114","704.9","220.3","NaN","508.7","0","0","12.2","234.8","9.85","8.51","7.487","6.862","1.227"
"2017-04-27 13:22:00","30286","0","25.5","25","0.3119054","670.3","209.1","NaN","511.8","0","0","12.2","236","9.54","8.24","7.25","6.8","1.285"
"2017-04-27 13:23:00","30287","0","25.73","25.15","0.3146138","526.2","165.5","NaN","507.6","0","0","12.95","229.1","9.77","8.4","7.487","7","1.362"
"2017-04-27 13:24:00","30288","0","25.45","24.96","0.3136631","610","191.3","NaN","507.1","0","0","13.7","230.7","10.02","8.85","7.9","7.225","1.735"
"2017-04-27 13:25:00","30289","0","25.73","25.3","0.3121676","624.6","195","NaN","508","0","0","14.45","232","11.57","10.25","9.07","8.4","1.203"
"2017-04-27 13:26:00","30290","0","25.86","25.37","0.3119082","671.3","209.4","NaN","507.7","25","9","18.2","238.3","12.19","10.54","9.46","8.8","2.392"
"2017-04-27 13:27:00","30291","0","25.71","25.2","0.3108379","823","255.8","NaN","511.8","1","1","16.7","246.1","13.11","11.02","9.97","9.09","2.078"
"2017-04-27 13:28:00","30292","0","26.06","25.56","0.3099325","915","283.5","NaN","520","0","0","15.95","237.4","11.84","10.22","9.17","8.62","2.094"
"2017-04-27 13:29:00","30293","0","26.05","25.45","0.3092674","881","272.6","NaN","522.2","0","0","15.2","238.6","11","9.25","8.33","7.875","1.654"
"2017-04-27 13:30:00","30294","0","25.89","25.25","0.3089477","741.9","229.2","NaN","517","1","1","16.7","239.8","13.02","11.17","10.01","9.31","1.603"
"2017-04-27 13:31:00","30295","0","25.71","25.26","0.3077455","779.7","240","NaN","516.6","0","0","15.95","232.3","11.66","10.42","9.44","8.64","1.649"
"2017-04-27 13:32:00","30296","0","25.84","25.4","0.3082623","824","254.2","NaN","517.2","2","2","15.2","231.2","12.46","11.3","10.07","9.21","1.388"
"2017-04-27 13:33:00","30297","0","25.61","25.16","0.3071769","835","256.6","NaN","519.2","0","0","14.45","234.6","10.52","9.15","8.22","7.575","1.625"
"2017-04-27 13:34:00","30298","0","26.14","25.62","0.3068581","820","251.7","NaN","524.8","0","0","13.7","250","9.65","8.09","7.225","6.537","1.875"
"2017-04-27 13:35:00","30299","0","26.1","25.58","0.3072713","834","256.4","NaN","524.7","0","0","13.7","244","10.77","9.49","8.46","7.737","1.314"
"2017-04-27 13:36:00","30300","0","26.47","25.94","0.3080222","919","283","NaN","528.2","0","0","16.7","234.1","11.66","10.3","9.15","8.41","1.875"
"2017-04-27 13:37:00","30301","0","26.25","25.71","0.3078923","930","286.4","NaN","528","0","0","15.2","242.1","11.94","10.61","9.66","8.82","1.749"
"2017-04-27 13:38:00","30302","0","26.17","25.65","0.3070315","946","290.6","NaN","531.3","0","0","15.2","242.7","11.44","9.65","8.82","8.24","2.032"
"2017-04-27 13:39:00","30303","0","26.64","26.15","0.3072302","930","285.9","NaN","534.9","0","0","13.7","243.1","9.87","8.74","7.937","7.425","1.475"
"2017-04-27 13:40:00","30304","0","26.55","25.98","0.3084371","1041","321","NaN","539.9","0","0","12.95","238.1","10.32","8.96","8.01","7.275","1.452"
"2017-04-27 13:41:00","30305","0","26.72","26.19","0.3066415","981","300.9","NaN","545.9","0","0","9.95","232.3","7.812","6.85","6.087","5.525","1.02"
"2017-04-27 13:42:00","30306","0","27","26.38","0.3081296","615.1","189.4","NaN","529.3","0","0","17.45","240.1","13.15","11.44","10.26","9.55","1.751"
"2017-04-27 13:43:00","30307","0","26.3","25.65","0.307632","507.9","156.3","NaN","515.4","0","0","14.45","245.8","11.4","9.65","8.76","8.01","1.329"
"2017-04-27 13:44:00","30308","0","26.12","25.54","0.3064668","561.8","172.2","NaN","514.9","0","0","14.45","248.8","10.55","9.06","8.17","7.425","1.288"
"2017-04-27 13:45:00","30309","0","25.98","25.52","0.3115073","315.3","98.2","NaN","505.7","0","0","14.45","238.2","9.95","8.82","7.975","7.325","1.798"
"2017-04-27 13:46:00","30310","0","25.87","25.43","0.3141774","296","93","NaN","497.4","0","0","13.7","235.8","10.51","8.99","7.987","7.412","1.342"
"2017-04-27 13:47:00","30311","0","25.52","25.12","0.3114623","374.2","116.5","NaN","493.9","1","1","15.2","235.4","11.31","10.14","9.14","8.54","1.346"
